"ID","Version","GenBank.title","Release.date","Organism.name","Virus.Lineage","Species","Family","Length","Submitters","Strain","Isolate_x","Geo.location","Country","Collection.date","Tissue.Specimen.Source","Host","Environmental","CDS.count","Artificial","UNVERIFIED","X1A","X1A.strand","X1B","X1B.strand","X2","X2.strand","class","clade_color","color"
"OM066893","OM066893.1","Goose astrovirus isolate AAstV/Goose/CHN/2021/HR2105/2, complete genome","26-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Jia,B., Lv,X., Yang,Q., Li,W., Chen,S., Jiang,Y., Wang,B., Zhu,Y., Wang,Q. and Wang,G.","","AAstV/Goose/CHN/2021/HR2105/2","China",NA,"May-2021","","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OM066892","OM066892.1","Goose astrovirus isolate AAstV/Goose/CHN/2021/HR2105/1, complete genome","26-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Lv,X., Jia,B., Yang,Q., Yu,S., Zhu,M., Zhang,M., Lu,Q., Wang,X., Wang,B., Zhu,Y., Wang,Q. and Wang,G.","","AAstV/Goose/CHN/2021/HR2105/1","China",NA,"May-2021","kidney","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OL853843","OL853843.1","Goose astrovirus isolate HLJ, complete genome","19-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7252,"Li,G., Zhang,Y. and Zou,M.","","HLJ","China",NA,"2019","","Goose","No",3,"No","No","245-3350",1,"3340-4891",1,"4909-7024",1,"Aves",NA,NA
"OM100603","OM100603.1","Goose astrovirus isolate AstV/JS04/Goose/0919/20, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7163,"Cui,H., Mu,X. and Ji,J.","","AstV/JS04/Goose/0919/20","China",NA,"19-Sep-2020","","Goose","No",3,"No","No","11-3266",1,"3256-4807",1,"4825-6940",1,"Aves",NA,NA
"OM100602","OM100602.1","Goose astrovirus isolate AstV/JS03/Goose/0702/20, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7166,"Cui,H., Mu,X. and Ji,J.","","AstV/JS03/Goose/0702/20","China",NA,"02-Jul-2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100601","OM100601.1","Goose astrovirus isolate AstV/JS02/Goose/0518/20, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7168,"Cui,H., Mu,X. and Ji,J.","","AstV/JS02/Goose/0518/20","China",NA,"18-May-2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100600","OM100600.1","Goose astrovirus isolate AstV/JS01/Goose/0518/20, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Cui,H., Mu,X. and Ji,J.","","AstV/JS01/Goose/0518/20","China",NA,"18-May-2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100599","OM100599.1","Goose astrovirus isolate AstV/HN05/Goose/0514/20, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Cui,H., Mu,X. and Ji,J.","","AstV/HN05/Goose/0514/20","China",NA,"14-May-2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100598","OM100598.1","Goose astrovirus isolate AstV/HN04/Goose/0514/20, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Cui,H., Mu,X. and Ji,J.","","AstV/HN04/Goose/0514/20","China",NA,"14-May-2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100597","OM100597.1","Goose astrovirus isolate AstV/HB06/Goose/1226/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7168,"Cui,H., Mu,X. and Ji,J.","","AstV/HB06/Goose/1226/19","China",NA,"26-Dec-2019","","Goose","No",3,"No","No","11-3266",1,"3256-4807",1,"4825-6940",1,"Aves",NA,NA
"OM100596","OM100596.1","Goose astrovirus isolate AstV/HB05/Goose/0812/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7176,"Cui,H., Mu,X. and Ji,J.","","AstV/HB05/Goose/0812/19","China",NA,"12-Aug-2019","","Goose","No",3,"No","No","11-3266",1,"3256-4807",1,"4825-6940",1,"Aves",NA,NA
"OM100595","OM100595.1","Goose astrovirus isolate AstV/HB04/Goose/0811/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7164,"Cui,H., Mu,X. and Ji,J.","","AstV/HB04/Goose/0811/19","China",NA,"12-Aug-2019","","Goose","No",3,"No","No","11-3266",1,"3256-4807",1,"4825-6940",1,"Aves",NA,NA
"OM100594","OM100594.1","Goose astrovirus isolate AstV/HB03/Goose/0810/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Cui,H., Mu,X. and Ji,J.","","AstV/HB03/Goose/0810/19","China",NA,"11-Aug-2019","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100593","OM100593.1","Goose astrovirus isolate AstV/AN06/Goose/0714/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7168,"Cui,H., Mu,X. and Ji,J.","","AstV/AN06/Goose/0714/19","China",NA,"14-Jul-2019","","Goose","No",3,"No","No","11-3266",1,"3256-4807",1,"4825-6940",1,"Aves",NA,NA
"OM100592","OM100592.1","Goose astrovirus isolate AstV/AH05/Goose/0711/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7173,"Cui,H., Mu,X. and Ji,J.","","AstV/AH05/Goose/0711/19","China",NA,"11-Jul-2019","","Goose","No",3,"No","No","11-3266",1,"3256-4807",1,"4825-6940",1,"Aves",NA,NA
"OM100591","OM100591.1","Goose astrovirus isolate AstV/AH04/Goose/0614/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7168,"Cui,H., Mu,X. and Ji,J.","","AstV/AH04/Goose/0614/19","China",NA,"14-Jun-2019","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OM100590","OM100590.1","Goose astrovirus isolate AstV/AH03/Goose/0422/19, complete genome","01-NOV-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7160,"Cui,H., Mu,X. and Ji,J.","","AstV/AH03/Goose/0422/19","China",NA,"22-Apr-2019","","Goose","No",3,"No","No","7-3262",1,"3252-4803",1,"4822-6937",1,"Aves",NA,NA
"OM455389","OM455389.1","Goose astrovirus 2 isolate HeB-BD4-2019, complete genome","31-OCT-2022","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Chen,L., Wang,X., Li,Y. and Liu,J.","","HeB-BD4-2019","China: Hebei",NA,"16-Sep-2019","embryos chorioallantoic membrane (CAM) F5","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM455388","OM455388.1","Goose astrovirus 2 isolate HeB-BD1-2021, complete genome","31-OCT-2022","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Chen,L., Wang,X., Li,Y. and Liu,J.","","HeB-BD1-2021","China: Hebei",NA,"24-Jan-2021","goose embryo chorioallantoic membrane (CAM) F3","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"OM264914","OM264914.1","Goose astrovirus 1 strain HeB-SJZ-2019, complete genome","31-OCT-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Chen,L., Wang,X., Li,Y. and Liu,J.","HeB-SJZ-2019","","China: Hebei",NA,"04-Jan-2019","liver, spleen, kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OM264913","OM264913.1","Goose astrovirus 1 strain HeB-BD-1-2019, complete genome","31-OCT-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Chen,L., Wang,X., Li,Y. and Liu,J.","HeB-BD-1-2019","","China: Hebei",NA,"06-Jul-2019","liver, spleen, kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OM264912","OM264912.1","Goose astrovirus 1 strain HeB-BD-2-2019, complete genome","31-OCT-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Chen,L., Wang,X., Li,Y. and Liu,J.","HeB-BD-2-2019","","China: Hebei",NA,"15-Jul-2019","liver, spleen, kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OM264911","OM264911.1","Goose astrovirus 1 strain HeB-CZ-2019, complete genome","31-OCT-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Chen,L., Wang,X., Li,Y. and Liu,J.","HeB-CZ-2019","","China: Hebei",NA,"19-Jul-2019","liver, spleen, kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OM200916","OM200916.1","Goose astrovirus 1 strain HeB-BD-3-2019, complete genome","31-OCT-2022","Goose astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Chen,L., Wang,X., Li,Y. and Liu,J.","HeB-BD-3-2019","","China: Hebei",NA,"20-Jul-2019","liver, spleen, kidney","Gosling","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"OL982615","OL982615.1","Goose astrovirus isolate JSZ29, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","JSZ29","China",NA,"11-Oct-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OL982614","OL982614.1","Goose astrovirus isolate JSCZ15, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","JSCZ15","China",NA,"11-Nov-2015","liver; kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OL982613","OL982613.1","Goose astrovirus isolate XSSH, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","XSSH","China",NA,"10-Jun-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OL963558","OL963558.1","Goose astrovirus isolate JSW10, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","JSW10","China",NA,"24-Sep-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OL963557","OL963557.1","Goose astrovirus isolate JSW1, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","JSW1","China",NA,"03-Sep-2020","liver","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OL963556","OL963556.1","Goose astrovirus isolate JSSQ, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7176,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","JSSQ","China",NA,"11-Jul-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OL963555","OL963555.1","Goose astrovirus isolate JSCZ, complete genome","17-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.","","JSCZ","China",NA,"15-Jun-2020","kidney","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"OP020131","OP020131.1","Goose astrovirus strain AAstV/Goose/CHN/2022/SD05, complete genome","03-OCT-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Ren,Z., Zhang,Q. and Su,J.","AAstV/Goose/CHN/2022/SD05","","China: Shandong province",NA,"2022-01-16","liver, kidney","Lande geese","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"OL536330","OL536330.1","Goose astrovirus 2 isolate HeB-BD1-2020, complete genome","02-OCT-2022","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Chen,L., Wang,X., Li,Y. and Liu,J.","","HeB-BD1-2020","China: Hebei",NA,"21-Oct-2020","liver; spleen","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MW385412","MW385412.1","Crow astrovirus strain Astrovirus/crow/Henan/JZ1228-CAS001/2017 non-structural polyprotein and RNA-dependent RNA polymerase genes, complete cds; and capsid protein gene, partial cds","05-SEP-2022","Crow astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6152,"Zhang,C., Zhang,C., Shi,W. and Bi,Y.","Astrovirus/crow/Henan/JZ1228-CAS001/2017","","China",NA,"28-Dec-2017","","Crow","No",3,"No","No","7-2632",1,"2709-4128",1,"4099-6152",1,"Aves","G",NA
"MW786757","MW786757.1","Goose astrovirus isolate SCCD, complete genome","30-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7255,"Zhang,Y., Sun,N., Liu,D., Liu,H. and Du,Y.","","SCCD","China",NA,"Sep-2018","","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"MW505493","MW505493.1","Goose astrovirus strain AstV/Goose/2019/LNAS, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7051,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/LNAS","","China: Liaoning Province, Anshan",NA,"21-Aug-2019","liver","Goose","No",3,"No","No","2-3179",1,"3169-4720",1,"4738-6853",1,"Aves",NA,NA
"MW505492","MW505492.1","Goose astrovirus strain AstV/Goose/2019/JSXZ, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7123,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/JSXZ","","China: Jiangsu Province, Xuzhou",NA,"20-Jun-2019","liver","Goose","No",3,"No","No","1-3187",1,"3177-4728",1,"4746-6861",1,"Aves",NA,NA
"MW505491","MW505491.1","Goose astrovirus strain AstV/Goose/2019/HLJYC, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7060,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/HLJYC","","China: Heilongjiang Province, Yichun",NA,"06-Jun-2019","liver","Goose","No",3,"No","No","0-3189",1,"3179-4730",1,"4748-6863",1,"Aves",NA,NA
"MW505490","MW505490.1","Goose astrovirus strain AstV/Goose/2019/HLJJX, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7047,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/HLJJX","","China: Heilongjiang Province, Jixi",NA,"21-Jun-2019","liver","Goose","No",3,"No","No","0-3186",1,"3176-4727",1,"4745-6860",1,"Aves",NA,NA
"MW505489","MW505489.1","Goose astrovirus strain AstV/Goose/2019/HLJSYS, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7052,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/HLJSYS","","China: Heilongjiang Province, Shuangyashan",NA,"21-Jun-2019","liver","Goose","No",3,"No","No","0-3189",1,"3179-4730",1,"4748-6863",1,"Aves",NA,NA
"MW505488","MW505488.1","Goose astrovirus strain AstV/Goose/2019/HLJJMS, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7041,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/HLJJMS","","China: Heilongjiang Province, Jiamusi",NA,"16-Jul-2019","liver","Goose","No",3,"No","No","1-3187",1,"3177-4728",1,"4746-6861",1,"Aves",NA,NA
"MW505487","MW505487.1","Goose astrovirus strain AstV/Goose/2019/HLJHRB, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7041,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/HLJHRB","","China: Heilongjiang Province, Harbin",NA,"11-Jun-2019","liver","Goose","No",3,"No","No","1-3187",1,"3177-4728",1,"4746-6861",1,"Aves",NA,NA
"MW505486","MW505486.1","Goose astrovirus strain AstV/Goose/2019/SDWF, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7066,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/SDWF","","China: Shandong Province, Weifang",NA,"05-Jul-2019","liver","Goose","No",3,"No","No","1-3187",1,"3177-4728",1,"4746-6861",1,"Aves",NA,NA
"MW505485","MW505485.1","Goose astrovirus strain AstV/Goose/2019/JLSL, partial genome","06-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7168,"Zhao,L., Chen,H. and Su,S.","AstV/Goose/2019/JLSL","","China: Jilin Province, Shulan",NA,"05-Aug-2019","liver","Goose","No",3,"No","No","1-3187",1,"3177-4728",1,"4746-6861",1,"Aves",NA,NA
"MZ648231","MZ648231.1","Goose astrovirus isolate AAstV/Goose/CHN/2021/ZM, complete genome","01-AUG-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Lv,X., Jia,B., Yu,S., Zhang,M., Feng,Y., Zhu,M., Liu,D., Lu,Q., Wang,X., Wang,B., Zhu,Y., Wang,Q. and Wang,G.","","AAstV/Goose/CHN/2021/ZM","China",NA,"2021","","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"MZ819185","MZ819185.1","Goose astrovirus isolate ZJC14, complete genome","05-JUL-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7288,"Wang,H. and Zhu,Y.","","ZJC14","China",NA,"Jun-2020","intestines; liver","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves","B",NA
"MZ819184","MZ819184.1","Goose astrovirus isolate ZJLD, complete genome","05-JUL-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7182,"Wang,H. and Zhu,Y.","","ZJLD","China",NA,"Jun-2020","liver; kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MZ819183","MZ819183.1","Goose astrovirus isolate JRMS, complete genome","05-JUL-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7182,"Wang,H. and Zhu,Y.","","JRMS","China",NA,"Jun-2020","liver; kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MW536497","MW536497.1","Goose astrovirus isolate YC20, complete genome","29-JUN-2022","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7137,"Wang,A.","","YC20","China",NA,"10-Aug-2020","","Goose","No",3,"No","No","5-3260",1,"3250-4801",1,"4819-6934",1,"Aves",NA,NA
