Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 172,MT789782/NA/CAstV-CA-AB-Chicken-17-0773a-17/chicken/2017,MajorParent, 7.08794365983437, 0, 1, 5, 0, 0, 4, 14, 4, 4, 6.56347885346794, .797665369649806, 0, 2, 0, 5, 5, 20,
 172,PV600843/NA/HNJZ-2023/goose/2023,MinorParent, 5.90069730340612, 20, 1, 0, 5, 0, 0, 0, 0, 0, 6.5814500565066, 0, 2, 0, 20, 0, 0, 0,
 173,PV093025/NA/NA/Neogale-vison/2023,Recombinant, 20.7583492224209, 20, 10, 10, 5, 10, 8, 18, 0, 8, 7.0811345557332, .75875486381323, 4, 2, 20, 5, 5, 20,
 173,PV093027/NA/NA/Neogale-vison/2023,MajorParent, 6.12036394115149, 0, 5, 0, 10, 0, 4, 14, 4, 4, 6.5297182654311, .0194552529182879, 0, 0, 0, 0, 0, 15,
 173,OR545548/NA/AAstV-Chicken-CHN-2022-SQ2201/chicken/2022,MinorParent, 3.12128683642764, 10, 0, 5, 0, 0, 0, 0, 8, 0, 6.3891471788357, 0, 4, 1, 0, 2.5, 0, 0,
 174,MW846319/NA/CAstV-Chicken-CHN-2020-GD202013/chicken/2020,Recombinant, 17.7636769043526, 20, 10, 5, 0, 10, 0, 0, 4, 8, 6.60241242959944, 1.05058365758755, 2, 2, 20, 5, 5, 20,
 174,MT789776/NA/CAstV-CA-AB-Chicken-14-1235c-14/chicken/2014,MajorParent, 8.00490612387471, 0, 10, 10, 0, 0, 0, 0, 8, 4, 7.00190898983331, .953307392996109, 0, 1, 0, 2.5, 0, 0,
 174,PV093027/NA/NA/Neogale-vison/2023,MinorParent, 4.2314169717727, 10, 0, 0, 0, 0, 0, 0, 0, 0, 6.39567858056725, .836575875486381, 4, 0, 0, 0, 0, 15,
 175,MN807051/NA/AAstV-Chicken-CHN-2018-CZ1801/Gallus-gallus/2018,Recombinant, 19.5223641165082, 20, 10, 0, 0, 10, 0, 0, 0, 8, 7.05356693335645, 9.25925925925926, 4, 0, 20, 0, 0, 20,
 175,MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017,MajorParent, 10.3109316190422, 10, 10, 0, 0, 0, 0, 0, 0, 4, 6.80173045075673, 0, 0, 0, 20, 0, 0, 15,
 175,MT789776/NA/CAstV-CA-AB-Chicken-14-1235c-14/chicken/2014,MinorParent, .166704264449538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14470261588683, .253411306042885, 0, 0, 0, 0, 0, 0,
 176,OL853843/NA/HLJ/goose/2019,Recombinant, 14.2075597048818, 0, 10, 0, 10, 0, 8, 18, 0, 4, 7.48027203746406, 2.67056530214425, 0, 2, 10, 5, 5, 20,
 176,OL982613/NA/XSSH/goose/2020,MajorParent, 6.68472063229627, 0, 0, 10, 5, 10, 0, 0, 8, 8, 5.95339220477019, 0, 4, 1, 0, 2.5, 0, 15,
 176,MN109955/NA/NA/goose/2018,MinorParent, 9.10771966282192, 20, 10, 5, 0, 0, 4, 14, 4, 0, 6.56633575776575, 0, 2, 0, 20, 0, 0, 0,
 177,MT138011/NA/prf038ast1/NA/2018,Recombinant, 16.9997608774176, 20, 0, 10, 0, 5, 8, 18, 8, 8, 7.74766855482169, 0, 4, 2, 20, 5, 0, 0,
 177,OK148600/NA/NA/goose/2020,MajorParent, 4.38769709962369, 0, 10, 0, 10, 5, 0, 0, 0, 0, 6.28004672133101, .350194552529183, 4, 0, 0, 2.5, 0, 0,
 177,MT138010/NA/prf037ast2/NA/2018,MinorParent, 8.6125420229587, 10, 0, 5, 0, 5, 8, 18, 4, 8, 5.9722847238473, 0, 4, 1, 10, 0, 5, 0,
 178,MT138011/NA/prf038ast1/NA/2018,Recombinant, 16.5412046844034, 20, 1, 0, 0, 5, 0, 0, 0, 8, 7.31233649070181, 0, 4, 0, 20, 0, 5, 0,
 178,PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,MajorParent, 2.60698607718933, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.5978113581054, 0, 4, 0, 0, 0, 0, 0,
 178,MT138010/NA/prf037ast2/NA/2018,MinorParent, 10.8518092384072, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.08985215119278, 0, 4, 0, 20, 0, 0, 0,
 179,EU143850/NA/NA/NA/NA,Recombinant, 12.0030591615696, 20, 1, 5, 10, 10, 4, 14, 4, 0, 6.73217218250742, 0, 4, 0, 20, 2.5, 5, 15,
 179,OP776630/NA/NA/goose/2021,MajorParent, 11.5485193416087, 20, 1, 10, 0, 0, 8, 18, 8, 4, 5.45192840925155, 0, 0, 2, 0, 0, 0, 20,
 179,FJ919227/NA/NA/duck/NA,MinorParent, 6.44842149682165, 0, 1, 0, 5, 0, 0, 0, 0, 8, 7.81589940824103, 1.10671936758893, 0, 1, 10, 5, 5, 0,
 180,PQ893527/NA/QLD-2021/Alisterus-scapularis/2021,Recombinant, 14.9932667561985, 20, 10, 0, 0, 10, 0, 0, 0, 8, 6.45443838360975, .315581854043393, 2, 0, 20, 0, 0, 20,
 180,KT946722/NA/D11-116-HK/spotted-dove/NA,MajorParent, 2.14578924706236, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6.51984057178861, 0, 4, 0, 0, 0, 0, 0,
 180,NC_002470/NA/NA/turkey/NA,MinorParent, 12.8609439967392, 20, 10, 0, 0, 0, 0, 0, 0, 0, 7.02572104460164, 0, 0, 0, 20, 0, 0, 15,
 181,NC_002470/NA/NA/turkey/NA,Recombinant, 13.4575408090969, 20, 10, 0, 0, 5, 0, 0, 0, 4, 6.23109179094733, .196850393700787, 0, 0, 20, 0, 0, 20,
 181,ON382520/NA/GAstV-GD2102/goose/2021,MajorParent, 10.2469501028912, 0, 0, 0, 0, 5, 0, 0, 0, 8, 7.89735065164409, 0, 4, 0, 0, 0, 0, 15,
 181,KT946722/NA/D11-116-HK/spotted-dove/NA,MinorParent, 6.29550908801188, 10, 10, 0, 0, 5, 0, 0, 0, 0, 5.87155755740858, 0, 4, 0, 10, 0, 0, 0,
 182,EU143847/NA/NA/NA/NA,Recombinant, 14.3464247687018, 20, 1, 0, 0, 5, 0, 0, 0, 8, 7.29748136663886, .217821782178218, 4, 0, 20, 0, 0, 0,
 182,MN920663/NA/spa143ast1/NA/2018,MajorParent, 2.11156790162653, 0, 1, 0, 0, 5, 0, 0, 0, 0, 5.34668271797, 5.58415841584158, 4, 0, 0, 0, 0, 0,
 182,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,MinorParent, 13.5420073296717, 10, 1, 0, 0, 5, 0, 0, 0, 4, 7.35583591539114, 0, 4, 0, 20, 0, 0, 0,
 183,FJ919228/NA/NA/duck/NA,Recombinant, 13.3731653221852, 0, 1, 10, 10, 0, 8, 18, 8, 8, 7.43064011724401, .257425742574257, 2, 1, 0, 2.5, 0, 15,
 183,MT491730/NA/IBS503-2017/Gallus-gallus/2017,MajorParent, 8.1355274476444, 10, 1, 5, 0, 10, 0, 0, 4, 4, 5.60955013198479, 0, 0, 2, 10, 5, 5, 20,
 183,PQ308726/NA/GAstV-GDFS-Goose-2024/goose/2024,MinorParent, 8.49130723017039, 20, 1, 0, 5, 0, 4, 14, 0, 0, 6.9598097507712, .198019801980198, 4, 0, 20, 0, 0, 0,
 184,MW786757/NA/SCCD/goose/2018,Recombinant, 14.8307505773858, 20, 0, 5, 10, 5, 8, 18, 4, 8, 6.95877694399947, 0, 0, 2, 20, 5, 5, 20,
 184,PV780437/NA/JX05/Anser-anser/2025,MajorParent, 7.13502439619139, 10, 10, 0, 5, 5, 0, 0, 0, 4, 7.51234152635884, 0, 4, 0, 0, 0, 0, 15,
 184,FJ919226/NA/NA/duck/NA,MinorParent, 8.03422502642284, 0, 10, 10, 0, 5, 4, 14, 8, 0, 5.52888152964169, 0, 0, 1, 10, 2.5, 0, 0,
 185,OM264914/NA/NA/goslings/2019,Recombinant, 13.3244059289713, 20, 1, 5, 5, 5, 0, 0, 4, 8, 7.34907000784353, 0, 0, 2, 20, 5, 5, 20,
 185,MN068024/NA/GTF-07/goose/2018,MajorParent, 7.32339017397956, 20, 1, 0, 10, 5, 4, 14, 0, 4, 6.23821835868163, 0, 4, 0, 0, 0, 0, 15,
 185,FJ919226/NA/NA/duck/NA,MinorParent, 9.35220389704913, 0, 1, 10, 0, 5, 8, 18, 8, 0, 6.41271163347485, 0, 0, 1, 20, 2.5, 0, 0,
 186,ON382519/NA/GAstV-GD2101/goose/2021,Recombinant, 11.1946582919624, 10, 1, 10, 0, 5, 0, 0, 8, 4, 7.55058920065188, 0, 2, 1, 10, 0, 0, 20,
 186,MZ819185/NA/ZJC14/goose/2020,MajorParent, 8.19118928913228, 0, 1, 5, 10, 5, 8, 18, 4, 8, 5.76850092447362, 0, 4, 2, 0, 5, 5, 0,
 186,FJ919226/NA/NA/duck/NA,MinorParent, 10.6141524189054, 20, 1, 0, 5, 5, 4, 14, 0, 0, 6.6809098748745, 0, 0, 0, 20, 2.5, 0, 15,
 187,MZ819185/NA/ZJC14/goose/2020,Recombinant, 13.0098470133472, 10, 1, 5, 5, 5, 0, 0, 4, 8, 7.3865628565899, 0, 4, 2, 20, 5, 5, 20,
 187,MN068024/NA/GTF-07/goose/2018,MajorParent, 4.69372296669271, 20, 1, 0, 0, 5, 4, 14, 0, 4, 6.20586243416191, 0, 0, 0, 0, 0, 0, 0,
 187,FJ919226/NA/NA/duck/NA,MinorParent, 12.2964300199601, 0, 1, 10, 10, 5, 8, 18, 8, 0, 6.40757470924819, 0, 4, 1, 20, 2.5, 0, 15,
 188,OR211592/NA/GAstV-HBLY/goose/2023,Recombinant, 15.789373784739, 20, 0, 10, 5, 5, 8, 18, 8, 8, 6.78826656559662, 0, 0, 2, 20, 5, 5, 20,
 188,MN068024/NA/GTF-07/goose/2018,MajorParent, 8.98501747608883, 20, 10, 0, 0, 5, 4, 14, 0, 4, 7.56896116940671, 0, 4, 0, 0, 0, 0, 15,
 188,FJ919226/NA/NA/duck/NA,MinorParent, 5.22560873917214, 0, 10, 5, 10, 5, 0, 0, 4, 0, 5.64277226499667, 0, 0, 1, 20, 2.5, 0, 0,
 189,PP763758/NA/AAstV-Goose-CHN-2023-C102/goose/2023,Recombinant, 13.7838046840505, 0, 1, 10, 10, 5, 8, 18, 8, 4, 7.01371520108756, 0, 0, 2, 0, 5, 5, 20,
 189,MZ648231/NA/AAstV-Goose-CHN-2021-ZM/goose/2021,MajorParent, 9.79848342897643, 20, 1, 0, 5, 5, 0, 0, 0, 8, 6.55536508962258, 1.62271805273834, 4, 0, 20, 0, 0, 15,
 189,FJ919226/NA/NA/duck/NA,MinorParent, 6.41771188697304, 0, 1, 5, 0, 5, 4, 14, 4, 0, 6.43091970928986, .0608519269776876, 4, 1, 20, 2.5, 0, 0,
 190,OR924093/NA/NA/Goose/2021,Recombinant, 12.9608019909292, 20, 10, 10, 5, 0, 8, 18, 8, 4, 5.60510259704695, .121703853955375, 4, 2, 0, 2.5, 0, 20,
 190,FJ919227/NA/NA/duck/NA,MajorParent, 12.3337371119189, 0, 10, 0, 10, 0, 4, 14, 0, 8, 8.9879162202791, 1.11561866125761, 4, 1, 20, 5, 0, 15,
 190,EU143848/NA/NA/NA/NA,MinorParent, 4.70546089715189, 20, 0, 5, 0, 10, 0, 0, 4, 0, 5.40698118267395, 0, 4, 0, 10, 0, 0, 0,
 191,PP108251/NA/NA/goose/2023,Recombinant, 13.4997535290607, 20, 1, 10, 10, 5, 4, 14, 8, 4, 6.47240794728833, 0, 0, 2, 20, 2.5, 0, 20,
 191,FJ919226/NA/NA/duck/NA,MajorParent, 10.4027009722925, 0, 1, 5, 0, 5, 8, 18, 4, 8, 5.40173855860965, 0, 4, 1, 20, 5, 0, 15,
 191,ON400505/NA/GAstV-GD2104/goose/2021,MinorParent, 6.09754549864678, 20, 1, 0, 5, 5, 0, 0, 0, 0, 8.12585349410202, .0607287449392713, 0, 0, 0, 0, 0, 0,
 192,FJ919226/NA/NA/duck/NA,Recombinant, 13.7300499726309, 20, 1, 5, 10, 5, 8, 18, 4, 8, 5.817675554625, 0, 4, 1, 20, 5, 0, 15,
 192,OR924093/NA/NA/Goose/2021,MajorParent, 10.522974687827, 0, 1, 10, 5, 5, 4, 14, 8, 4, 6.65895890437132, 0, 0, 2, 20, 2.5, 0, 20,
 192,ON400505/NA/GAstV-GD2104/goose/2021,MinorParent, 5.7469753395421, 20, 1, 0, 0, 5, 0, 0, 0, 0, 7.52336554100368, .0405679513184584, 0, 0, 0, 0, 0, 0,
 193,OP776630/NA/NA/goose/2021,Recombinant, 10.9381701398574, 10, 1, 10, 0, 0, 8, 18, 8, 4, 6.33479289158104, .101214574898785, 4, 2, 0, 2.5, 0, 20,
 193,FJ919227/NA/NA/duck/NA,MajorParent, 9.40832136560797, 0, 1, 0, 5, 0, 4, 14, 0, 8, 6.61279758779933, 1.09311740890688, 4, 1, 20, 5, 0, 15,
 193,EU143848/NA/NA/NA/NA,MinorParent, 9.65350849453464, 20, 1, 5, 10, 10, 0, 0, 4, 0, 7.05240952061962, 0, 4, 0, 20, 0, 0, 0,
 194,OL762471/NA/JXGZ/goose/NA,Recombinant, 10.6761268399728, 10, 1, 10, 0, 0, 8, 18, 8, 4, 5.50681653105789, .303030303030303, 4, 2, 0, 2.5, 0, 20,
 194,FJ919227/NA/NA/duck/NA,MajorParent, 10.286575340951, 0, 1, 0, 10, 0, 4, 14, 0, 8, 7.06585386595387, 1.07070707070707, 4, 1, 20, 5, 0, 15,
 194,EU143848/NA/NA/NA/NA,MinorParent, 9.03729781907627, 20, 1, 5, 5, 10, 0, 0, 4, 0, 7.42732960298824, 0, 4, 0, 20, 0, 0, 0,
 195,OR907133/NA/NA/Goose/2023,Recombinant, 13.9733691737716, 20, 1, 10, 5, 0, 8, 18, 8, 4, 6.5350232790275, .221774193548387, 4, 2, 0, 2.5, 0, 20,
 195,FJ919227/NA/NA/duck/NA,MajorParent, 11.465928800121, 0, 1, 0, 10, 0, 4, 14, 0, 8, 7.08599156120375, 1.04838709677419, 4, 1, 20, 5, 0, 15,
 195,EU143848/NA/NA/NA/NA,MinorParent, 4.56070202610741, 20, 1, 5, 0, 10, 0, 0, 4, 0, 6.37898515976874, 0, 4, 0, 0, 0, 0, 0,
 196,FJ919227/NA/NA/duck/NA,Recombinant, 12.2235406924935, 0, 1, 0, 10, 0, 4, 14, 0, 8, 8.69874345447477, 1.0261569416499, 4, 1, 20, 5, 0, 15,
 196,OR907131/NA/NA/Goose/2023,MajorParent, 11.5130915903011, 10, 1, 10, 5, 0, 8, 18, 8, 4, 5.892958520263, .0603621730382294, 4, 2, 0, 2.5, 0, 20,
 196,EU143848/NA/NA/NA/NA,MinorParent, 6.2633677172054, 20, 1, 5, 0, 10, 0, 0, 4, 0, 5.40829802526223, 0, 4, 0, 20, 0, 0, 0,
 197,OR134519/NA/NA/Muscovy-duck/2022,Recombinant, 16.5447498217259, 20, 10, 10, 10, 10, 8, 18, 8, 8, 5.68666899413891, 0, 2, 1, 20, 0, 0, 0,
 197,OM200916/NA/NA/goslings/2019,MajorParent, 9.01025707441615, 10, 0, 0, 5, 0, 4, 14, 4, 4, 7.45581881772665, 0, 0, 2, 10, 2.5, 0, 15,
 197,EU143844/NA/NA/NA/NA,MinorParent, 4.44499310385794, 0, 10, 5, 0, 0, 0, 0, 0, 0, 6.85751218813444, .866935483870968, 4, 0, 0, 5, 0, 20,
 198,OL652659/NA/DAstV-SDWF/duck/2021,Recombinant, 18.8528745706299, 20, 10, 10, 10, 10, 8, 18, 8, 8, 7.49882265366497, 0, 4, 1, 20, 0, 0, 0,
 198,OM200916/NA/NA/goslings/2019,MajorParent, 6.21404862590793, 10, 0, 5, 0, 0, 0, 0, 4, 4, 6.60826832395014, 0, 0, 2, 10, 2.5, 0, 15,
 198,EU143845/NA/NA/NA/NA,MinorParent, 4.93307680346219, 0, 10, 0, 5, 0, 4, 14, 0, 0, 5.89290902238489, .845070422535211, 2, 0, 0, 5, 0, 20,
 199,EU143844/NA/NA/NA/NA,Recombinant, 16.4058947319598, 20, 10, 10, 10, 0, 8, 18, 8, 0, 6.19141047269144, .662650602409639, 4, 1, 20, 5, 5, 20,
 199,MH052598/NA/NA/goose/2017,MajorParent, 3.93384238734137, 0, 0, 5, 0, 10, 4, 14, 4, 8, 6.20670222096609, 0, 0, 2, 0, 0, 0, 0,
 199,FJ919228/NA/NA/duck/NA,MinorParent, 9.66026288069886, 20, 10, 0, 5, 0, 0, 0, 0, 4, 7.60188730634247, .562248995983936, 2, 0, 10, 2.5, 5, 15,
 200,OR134519/NA/NA/Muscovy-duck/2022,Recombinant, 14.4487567592044, 0, 1, 5, 10, 5, 8, 18, 4, 4, 7.9082468683451, 0, 4, 0, 20, 5, 5, 0,
 200,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,MajorParent, 11.8042249550613, 20, 1, 10, 5, 5, 4, 14, 8, 0, 5.68044252195549, .0201207243460765, 4, 2, 20, 0, 0, 0,
 200,MN920663/NA/spa143ast1/NA/2018,MinorParent, 3.74701828573428, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.41131060969941, 0, 4, 1, 0, 2.5, 0, 0,
 201,MN920663/NA/spa143ast1/NA/2018,Recombinant, 12.7140959359426, 20, 1, 10, 0, 5, 8, 18, 8, 0, 5.67214263736209, .0201207243460765, 4, 2, 20, 0, 0, 0,
 201,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,MajorParent, 8.64602889875535, 0, 1, 5, 10, 5, 0, 0, 4, 4, 7.9409538274012, 0, 4, 0, 0, 5, 5, 0,
 201,OL652659/NA/DAstV-SDWF/duck/2021,MinorParent, 8.63987516530209, 20, 1, 0, 5, 5, 4, 14, 0, 8, 6.38690353523671, 0, 4, 1, 0, 2.5, 0, 0,
 202,OL652659/NA/DAstV-SDWF/duck/2021,Recombinant, 18.9611245733756, 20, 10, 0, 0, 10, 0, 0, 0, 4, 7.18229761090326, 0, 0, 0, 20, 0, 0, 20,
 202,PV093027/NA/NA/Neogale-vison/2023,MajorParent, 3.68769947100376, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5.65111703762106, .562248995983936, 2, 0, 10, 0, 0, 0,
 202,OR906207/NA/HNxy2106/goose/2021,MinorParent, 7.35117595562066, 0, 10, 0, 0, 0, 0, 0, 0, 0, 7.16658535147568, 0, 4, 0, 0, 0, 0, 15,
 203,PV093022/NA/NA/Neogale-vison/2023,Recombinant, 18.5105151088838, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.14750101849637, .34136546184739, 4, 0, 20, 2.5, 0, 20,
 203,MW684824/NA/Chicken-NLD-2019-V-M-038-astro-5/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 8.91383115996769, 20, 10, 5, 5, 5, 4, 14, 4, 4, 6.84613301362361, .441767068273092, 0, 1, 20, 0, 0, 0,
 203,MW684820/NA/Chicken-NLD-2019-V-M-033-astro-3/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 2.5756537311485, 0, 0, 0, 0, 5, 0, 0, 0, 0, 6.00636596788002, 0, 2, 2, 0, 5, 0, 15,
 204,PP871808/NA/astro-vt-90/Gallus-gallus/2015,Recombinant, 13.4798949748245, 0, 0, 10, 0, 0, 8, 18, 8, 0, 7.67562516701009, .0400801603206413, 0, 2, 10, 5, 0, 15,
 204,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 7.20720107050601, 0, 10, 0, 10, 10, 0, 0, 0, 8, 5.97141061585121, .120240480961924, 4, 1, 0, 2.5, 0, 20,
 204,OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 9.31290395466945, 20, 10, 5, 5, 0, 4, 14, 4, 4, 6.3529642171387, .240480961923848, 0, 0, 20, 0, 0, 0,
 205,MT137992/NA/bfb201ast01/NA/2018,Recombinant, 14.2456952060748, 20, 1, 10, 5, 5, 8, 18, 8, 4, 5.11894983478977, .06, 4, 1, 20, 5, 0, 0,
 205,OM066893/NA/AAstV-Goose-CHN-2021-HR2105-2/goose/2021,MajorParent, 5.39269487238377, 0, 1, 0, 10, 5, 0, 0, 0, 0, 9.55609645894913, 0, 4, 0, 0, 0, 0, 0,
 205,MW826371/NA/XZN01/bird/2018,MinorParent, 10.3616099215415, 20, 1, 5, 0, 5, 4, 14, 4, 8, 5.3249537062611, 0, 4, 2, 20, 2.5, 0, 0,
 206,MN149392/NA/D17/Jinding-ducks/2013,Recombinant, 12.2377908707245, 20, 10, 10, 5, 0, 4, 14, 8, 4, 5.49100002036556, 0, 2, 1, 20, 5, 5, 20,
 206,OR571426/NA/SDAU2022-3/chicken/2023,MajorParent, 8.40889588196055, 0, 0, 5, 10, 10, 8, 18, 4, 8, 6.16067173085352, 0, 4, 2, 0, 0, 0, 0,
 206,PQ308726/NA/GAstV-GDFS-Goose-2024/goose/2024,MinorParent, 9.35331324731496, 20, 10, 0, 0, 0, 0, 0, 0, 0, 8.34832824878092, .0604838709677419, 0, 0, 20, 2.5, 5, 15,
 207,MW684821/NA/Chicken-NLD-2019-V-M-034-astro-2/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 11.5189619964859, 20, 10, 10, 0, 0, 0, 0, 8, 4, 5.89850226784601, .100806451612903, 0, 0, 20, 2.5, 0, 20,
 207,MT585644/NA/VF16-03-164b/Gallus-gallus-broiler-chicken/2016,MajorParent, 9.85707372861867, 0, 10, 0, 5, 0, 8, 18, 0, 8, 7.19222461686082, .342741935483871, 2, 2, 0, 0, 0, 15,
 207,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 8.62396427489543, 0, 0, 5, 10, 10, 4, 14, 4, 0, 6.90927311529317, .826612903225806, 4, 1, 0, 5, 0, 0,
 208,NC_012437/NA/NA/duck/2008,Recombinant, 13.6009108267013, 20, 10, 10, 10, 0, 4, 14, 8, 4, 6.38333724660248, 0, 2, 1, 20, 5, 5, 20,
 208,OR571426/NA/SDAU2022-3/chicken/2023,MajorParent, 7.79355351737625, 0, 0, 5, 5, 10, 8, 18, 4, 8, 6.59919613251586, 0, 4, 2, 0, 0, 0, 0,
 208,PQ308726/NA/GAstV-GDFS-Goose-2024/goose/2024,MinorParent, 8.60553565592246, 20, 10, 0, 0, 0, 0, 0, 0, 0, 7.01746662088166, .040650406504065, 0, 0, 20, 2.5, 5, 15,
 209,MT585644/NA/VF16-03-164b/Gallus-gallus-broiler-chicken/2016,Recombinant, 13.617940754904, 20, 10, 5, 5, 10, 8, 0, 0, 8, 6.68278507730752, .32520325203252, 4, 2, 20, 5, 5, 15,
 209,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 9.0396470567133, 10, 10, 10, 0, 0, 4, 18, 8, 4, 6.23920194006894, 0, 0, 1, 20, 2.5, 0, 0,
 209,PP871786/NA/astro-vt-68/Gallus-gallus/2014,MinorParent, 7.3424121883827, 0, 0, 0, 10, 0, 0, 14, 4, 0, 7.07801298262354, 0, 2, 0, 0, 0, 0, 20,
 210,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,Recombinant, 10.2768989442396, 0, 1, 0, 0, 5, 0, 0, 0, 4, 8.06962131748082, 0, 4, 0, 0, 0, 5, 0,
 210,MN920663/NA/spa143ast1/NA/2018,MajorParent, 9.90569800623225, 20, 1, 0, 0, 5, 0, 0, 0, 0, 5.18886989824343, .203665987780041, 4, 0, 20, 0, 0, 0,
 210,OR134523/NA/NA/Muscovy-duck/2022,MinorParent, 9.81740304952811, 10, 1, 0, 0, 5, 0, 0, 0, 8, 6.74150878427576, .203665987780041, 4, 0, 10, 0, 0, 0,
 211,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 14.7836297240793, 10, 10, 10, 0, 10, 0, 0, 8, 4, 7.49983275361619, .265848670756646, 2, 1, 10, 0, 0, 15,
 211,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 14.4930487900552, 20, 5, 5, 0, 0, 0, 0, 4, 8, 6.48513827771619, 0, 0, 2, 20, 0, 0, 20,
 211,MW826483/NA/YSN01/bird/2019,MinorParent, .723321485865521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01502896866761, 0, 4, 0, 0, 0, 0, 0,
 212,MN920672/NA/ytb090ast01/NA/2018,Recombinant, 13.9270514368973, 20, 10, 0, 0, 0, 0, 0, 0, 8, 6.2397147230054, 0, 0, 0, 20, 0, 0, 20,
 212,MT137992/NA/bfb201ast01/NA/2018,MajorParent, 9.42138035927905, 10, 10, 0, 0, 0, 0, 0, 0, 4, 5.75134043112158, 0, 4, 0, 20, 0, 0, 15,
 212,PV780437/NA/JX05/Anser-anser/2025,MinorParent, 6.6515682038236, 0, 0, 0, 0, 10, 0, 0, 0, 0, 8.00894484587302, 2.69547325102881, 2, 0, 0, 0, 0, 0,
 213,MN149395/NA/D390/Jinding-ducks/2013,Recombinant, 12.598600355343, 10, 10, 10, 10, 0, 4, 14, 8, 4, 6.47672670316908, 0, 2, 1, 10, 5, 5, 20,
 213,OR286521/NA/SDAU2022-2/chicken/2022,MajorParent, 7.46009501208649, 0, 0, 5, 5, 10, 8, 18, 4, 8, 6.74656769795354, 0, 4, 2, 0, 0, 0, 0,
 213,MN127959/NA/NA/goose/2018,MinorParent, 9.94130463257055, 20, 10, 0, 0, 0, 0, 0, 0, 0, 6.77670559887738, .698151950718686, 0, 0, 20, 2.5, 5, 15,
 214,MG599917/NA/NA/Gekko-similignum/NA,Recombinant, 13.6373740574893, 20, 1, 5, 5, 5, 8, 18, 4, 8, 6.60028916702608, 0, 4, 2, 20, 5, 0, 0,
 214,OR907131/NA/NA/Goose/2023,MajorParent, 3.97158044475468, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.8695051288059, .102669404517454, 4, 0, 0, 0, 5, 0,
 214,MZ375139/NA/3PE-RDRP-2/Phrynocephalus-erythrurus/2020,MinorParent, 12.391045497756, 20, 1, 10, 10, 5, 4, 14, 8, 4, 6.53020570416801, .082135523613963, 4, 1, 20, 2.5, 0, 0,
 215,MT138010/NA/prf037ast2/NA/2018,Recombinant, 15.2359992001009, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.7350624805282, .554414784394251, 4, 0, 20, 0, 5, 0,
 215,MN920667/NA/tom152ast2/NA/2018,MajorParent, 12.6360741664107, 10, 1, 0, 0, 5, 0, 0, 0, 4, 7.12878813754928, .513347022587269, 4, 0, 20, 0, 0, 0,
 215,KT946718/NA/D11-139-HK/house-crow/NA,MinorParent, 2.12792663348838, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.13614938192251, 0, 4, 0, 0, 0, 0, 0,
 216,MT138011/NA/prf038ast1/NA/2018,Recombinant, 16.9360598435571, 20, 10, 10, 10, 5, 8, 14, 8, 8, 7.09520856813536, .31055900621118, 4, 2, 20, 5, 5, 20,
 216,MT138010/NA/prf037ast2/NA/2018,MajorParent, 11.288059385663, 20, 10, 5, 5, 5, 0, 18, 4, 4, 7.86693673489789, .351966873706004, 0, 1, 20, 2.5, 0, 0,
