ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class,1A,1A-strand,1B,1B-strand,2,2-strand
MH453801,MH453801.1,MAG: Avastrovirus 2 isolate AstV/Red-necked Avocet/MW09/Interior genomic sequence,09-NOV-2018,Avastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6869,"Wille,M., Shi,M., Eden,J.-S., Klaassen,M., Hurt,A.C. and Holmes,E.C.",,AstV/Red-necked Avocet/MW09/Interior,Australia: Innaminka Regional Reserve,,2013,cloacal swab,Red-necked Avocet,Yes,2,No,No,,0-2992,1.0,2993-4520,1.0,4539-6585,1.0
MH453800,MH453800.1,MAG: Avastrovirus 2 isolate AstV/Red-necked Avocet/MW08/Interior genomic sequence,09-NOV-2018,Avastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6960,"Wille,M., Shi,M., Eden,J.-S., Klaassen,M., Hurt,A.C. and Holmes,E.C.",,AstV/Red-necked Avocet/MW08/Interior,Australia: Western Port Bay,,2013,cloacal swab,Red-necked Avocet,Yes,2,No,No,,0-3184,1.0,3185-4661,1.0,4654-6649,1.0
MG599912,MG599912.1,"Zhejiang gunthers frog astrovirus strain TQSWC31946 ORF1ab gene, complete cds; and capsid protein gene, partial cds",08-NOV-2018,Zhejiang gunthers frog astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6010,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",TQSWC31946,,China,,,,Sylvirana guentheri,No,2,No,No,Amphibia,183-2829,1.0,2828-4313,1.0,4481-6010,1.0
MG599904,MG599904.1,"Guangdong chinese water snake astrovirus strain LPSF9635 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Guangdong chinese water snake astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6919,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPSF9635,,China,,,,Myrrophis chinensis,No,2,No,No,Lepidosauria,1-2533,1.0,2532-4323,1.0,4315-6727,1.0
MG599899,MG599899.1,"Wenling righteye flounders astrovirus strain XYHYG25184 ORF1ab gene, complete cds; and capsid protein gene, partial cds",08-NOV-2018,Wenling righteye flounders astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6337,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYG25184,,China,,,,Pleuronichthys japonicus,No,2,No,No,Actinopteri,59-3416,1.0,3415-4951,1.0,5049-6337,1.0
MG599895,MG599895.1,"Wenling rattails astrovirus 2 strain XYHYC187426 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Wenling rattails astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6434,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYC187426,,China,,,,Coelorinchus multispinulosus,No,2,No,No,Actinopteri,0-2271,1.0,2270-3776,1.0,3947-6014,1.0
MG599888,MG599888.1,"Wenzhou pacific spadenose shark astrovirus 3 strain DWXCSC2095 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Wenzhou pacific spadenose shark astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6450,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",DWXCSC2095,,China,,,,Scoliodon macrorhynchos,No,2,No,No,Chondrichthyes,0-2397,1.0,2396-3926,1.0,3864-5898,1.0
MG599886,MG599886.1,"Dongbei arctic lamprey astrovirus 3 strain QSMC2427 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Dongbei arctic lamprey astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6555,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",QSMC2427,,China,,,,Lethenteron camtschaticum,No,2,No,No,Hyperoartia,2-2297,1.0,2296-4324,1.0,4100-6128,1.0
MG599931,MG599931.1,"Beihai tree frog astrovirus strain GDSWC169064 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Beihai tree frog astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5247,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",GDSWC169064,,China,,,,Polypedates megacephalus,No,2,No,No,Amphibia,2-1517,1.0,1516-3022,1.0,3040-5191,1.0
MG599922,MG599922.1,"Wenling bighead beaked sandfish astrovirus strain XQTMC51418 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Wenling bighead beaked sandfish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6336,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XQTMC51418,,China,,,,Gonorynchus abbreviatus,No,2,No,No,Actinopteri,1-2314,1.0,2313-3864,1.0,3860-5909,1.0
MG599920,MG599920.1,"Guangdong chinese water skink astrovirus strain ZGLXR62176 ORF1ab and capsid protein genes, partial cds",08-NOV-2018,Guangdong chinese water skink astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6783,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",ZGLXR62176,,China,,,,Tropidophorus sinicus,No,2,No,No,Lepidosauria,1-3556,1.0,3555-5508,1.0,5443-6783,1.0
MG599918,MG599918.1,"Hainan oriental leaf-toed gecko astrovirus 1 strain LPXYC174317 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Hainan oriental leaf-toed gecko astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7126,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPXYC174317,,China,,,,Hemidactylus bowringii,No,2,No,No,Lepidosauria,2-2924,1.0,2923-4447,1.0,4487-6938,1.0
MG599917,MG599917.1,"Hainan gekko similignum astrovirus strain LPXYC188631 ORF1a gene, partial cds; and ORF1b and capsid protein genes, complete cds",08-NOV-2018,Hainan gekko similignum astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6548,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPXYC188631,,China,,,,Gekko similignum,No,3,No,No,Lepidosauria,0-2286,1.0,2393-3785,1.0,3824-6341,1.0
MG599916,MG599916.1,"Zhejiang chinese fire belly newt astrovirus 2 strain DFRYG3998 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Zhejiang chinese fire belly newt astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5038,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",DFRYG3998,,China,,,,Cynops orientalis,No,2,No,No,Amphibia,1-649,1.0,648-2166,1.0,2210-4826,1.0
MG599909,MG599909.1,"Hainan marbled pigmy frog astrovirus 2 strain HJWCGF4863 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Hainan marbled pigmy frog astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6865,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",HJWCGF4863,,China,,,,Microhyla pulchra,No,2,No,No,Amphibia,1-2545,1.0,2544-4134,1.0,3916-6364,1.0
MG599907,MG599907.1,"Yili teratoscincus roborowskii astrovirus strain LPWC210211 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Yili teratoscincus roborowskii astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7632,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPWC210211,,China,,,,Teratoscincus roborowskii,No,2,No,No,Lepidosauria,2-2960,1.0,2959-4948,1.0,4776-7086,1.0
MG599905,MG599905.1,"Guangdong sanke astrovirus strain LPSF12373 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Guangdong sanke astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6559,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPSF12373,,China,,,,,No,2,No,No,,0-2019,1.0,2018-3911,1.0,3867-6324,1.0
MG599900,MG599900.1,"Wenling japanese thread-sail fish astrovirus strain XYHYG25325 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Wenling japanese thread-sail fish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4469,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYG25325,,China,,,,Hime japonica,No,2,No,No,Actinopteri,2-734,1.0,733-2272,1.0,2390-4142,1.0
MG599894,MG599894.1,"Wenling snipefish astrovirus strain XYHYC165335 ORF1ab and capsid protein genes, partial cds",08-NOV-2018,Wenling snipefish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4401,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYC165335,,China,,,,Macroramphosus scolopax,No,2,No,No,Actinopteri,2-1115,1.0,1114-2665,1.0,2649-4401,1.0
MG599891,MG599891.1,"Dongbei arctic lamprey astrovirus 1 strain QSMS31209 ORF1ab gene, complete cds; and capsid protein gene, partial cds",08-NOV-2018,Dongbei arctic lamprey astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6885,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",QSMS31209,,China,,,,Lethenteron camtschaticum,No,2,No,No,Hyperoartia,191-3479,1.0,3478-4990,1.0,4994-6885,1.0
MG599889,MG599889.1,"Wenzhou pacific spadenose shark astrovirus 2 strain RGYQSMGReov43317 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Wenzhou pacific spadenose shark astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7089,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",RGYQSMGReov43317,,China,,,,Scoliodon macrorhynchos,No,2,No,No,Chondrichthyes,1-2602,1.0,2601-4185,1.0,4051-6151,1.0
MG599884,MG599884.1,"Wenling perciformes astrovirus 2 strain LXMC185503 ORF1a and ORF1b genes, complete cds; and capsid protein gene, partial cds",08-NOV-2018,Wenling perciformes astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5518,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LXMC185503,,China,,,,,No,3,No,No,,154-3547,1.0,3663-5088,1.0,5166-5518,1.0
MG599880,MG599880.1,"Wuhan japanese halfbeak astrovirus strain DSYS1394 ORF1a gene, partial cds; ORF1b gene, complete cds; and capsid protein gene, partial cds",08-NOV-2018,Wuhan japanese halfbeak astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3611,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",DSYS1394,,China,,,,Hyporhamphus sajori,No,3,No,No,Actinopteri,1-1102,1.0,1155-2460,1.0,2345-3611,1.0
MG599936,MG599936.1,"Wenling japanese topeshark astrovirus strain RBCSC17455 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling japanese topeshark astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7099,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",RBCSC17455,,China,,,,Hemitriakis japanica,No,2,No,No,Chondrichthyes,23-2825,1.0,2824-4465,1.0,4307-6455,1.0
MG599933,MG599933.1,"Guangxi changeable lizard astrovirus strain GXSXC128985 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Guangxi changeable lizard astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7832,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",GXSXC128985,,China,,,,Calotes versicolor,No,2,No,No,Lepidosauria,85-2941,1.0,2940-4917,1.0,4852-7585,1.0
MG599932,MG599932.1,"Beihai tree frog astrovirus strain GDSWC170753 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Beihai tree frog astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6979,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",GDSWC170753,,China,,,,Polypedates megacephalus,No,2,No,No,Amphibia,70-2584,1.0,2583-4380,1.0,4096-6406,1.0
MG599930,MG599930.1,"Yancheng grey stingfish astrovirus strain XYXMC57263 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Yancheng grey stingfish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6774,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYXMC57263,,China,,,,Minous monodactylus,No,2,No,No,Actinopteri,232-2917,1.0,2916-4476,1.0,4460-6491,1.0
MG599928,MG599928.1,"Wenling yellow-striped sandperch astrovirus strain XLXMC35036 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling yellow-striped sandperch astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7417,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XLXMC35036,,China,,,,Parapercis lutevittata,No,2,No,No,Actinopteri,172-3580,1.0,3579-5124,1.0,5202-6930,1.0
MG599926,MG599926.1,"Beihai fish astrovirus 1 strain XDXMG13821 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Beihai fish astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7167,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XDXMG13821,,China,,,,Arnoglossus sp.,No,2,No,No,Actinopteri,32-3266,1.0,3265-4801,1.0,4886-6623,1.0
MG599925,MG599925.1,"Wenling crossorhombus astrovirus 2 strain XDXMC21452 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling crossorhombus astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6973,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XDXMC21452,,China,,,,Crossorhombus sp.,No,2,No,No,,17-3320,1.0,3319-4840,1.0,5005-6661,1.0
MG599924,MG599924.1,"Wenling crossorhombus astrovirus 1 strain XDXMC21409 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling crossorhombus astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6844,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XDXMC21409,,China,,,,Crossorhombus sp.,No,2,No,No,,14-3122,1.0,3121-4654,1.0,4757-6440,1.0
MG599923,MG599923.1,"Wenling plagiopsetta astrovirus strain XDXMC10209 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling plagiopsetta astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6656,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XDXMC10209,,China,,,,Plagiopsetta sp.,No,2,No,No,Actinopteri,387-3021,1.0,3020-4667,1.0,4558-6373,1.0
MG599921,MG599921.1,"Wenling longspine snipefish astrovirus strain XQTMC49337 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling longspine snipefish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7198,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XQTMC49337,,China,,,,Macroramphosus scolopax,No,2,No,No,Actinopteri,21-3357,1.0,3356-4880,1.0,4892-6815,1.0
MG599915,MG599915.1,"Zhejiang chinese fire belly newt astrovirus 3 strain DFRYG3979V2 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Zhejiang chinese fire belly newt astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7723,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",DFRYG3979V2,,China,,,,Cynops orientalis,No,2,No,No,Amphibia,38-3395,1.0,3394-5383,1.0,5130-7512,1.0
MG599913,MG599913.1,"Fujian spotted paddle-tail newt astrovirus strain BHNG3698 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Fujian spotted paddle-tail newt astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7490,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",BHNG3698,,China,,,,Pachytriton brevipes,No,2,No,No,Amphibia,569-3623,1.0,3622-5215,1.0,5174-7214,1.0
MG599911,MG599911.1,"Huanan hylidae astrovirus strain HNYWC54030 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Huanan hylidae astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6988,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",HNYWC54030,,China,,,,Hyla simplex,No,2,No,No,Amphibia,33-2756,1.0,2756-4454,1.0,4272-6516,1.0
MG599910,MG599910.1,"Hainan black-spectacled toad astrovirus 2 strain HKCCC7872 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Hainan black-spectacled toad astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7476,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",HKCCC7872,,China,,,,Duttaphrynus melanostictus,No,2,No,No,Amphibia,5-3212,1.0,3211-4735,1.0,4758-7269,1.0
MG599903,MG599903.1,"Wuhan asiatic toad astrovirus strain WHHM73969 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wuhan asiatic toad astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7012,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",WHHM73969,,China,,,,Bufo gargarizans,No,2,No,No,Amphibia,39-2709,1.0,2708-4238,1.0,4218-6480,1.0
MG599902,MG599902.1,"Wenling pterygotrigla hemisticta astrovirus strain YXMC112999 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling pterygotrigla hemisticta astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6230,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",YXMC112999,,China,,,,Pterygotrigla hemisticta,No,2,No,No,Actinopteri,50-2453,1.0,2452-3925,1.0,3943-6046,1.0
MG599901,MG599901.1,"Wenling lepidotrigla astrovirus strain YXMC64648 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling lepidotrigla astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7426,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",YXMC64648,,China,,,,Lepidotrigla sp.,No,2,No,No,Actinopteri,152-3617,1.0,3616-5155,1.0,5253-6948,1.0
MG599898,MG599898.1,"Wenling rattails astrovirus 5 strain XYHYC190343 polyprotein gene, complete cds",08-NOV-2018,Wenling rattails astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6822,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYC190343,,China,,,,Cynoglossus sp.,No,1,No,No,Actinopteri,226-3232,1.0,3231-6528,1.0,NA-NA,
MG599897,MG599897.1,"Wenling rattails astrovirus 4 strain XYHYC192174 ORF1a, ORF1b, and capsid protein genes, complete cds",08-NOV-2018,Wenling rattails astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7198,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYC192174,,China,,,,Coelorinchus multispinulosus,No,3,No,No,Actinopteri,41-3185,1.0,3271-4657,1.0,4726-6727,1.0
MG599893,MG599893.1,"Wenling rattails astrovirus 1 strain XYHYC191403 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Wenling rattails astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7538,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",XYHYC191403,,China,,,,Coelorinchus multispinulosus,No,2,No,No,Actinopteri,230-3449,1.0,3448-4954,1.0,5099-7157,1.0
