ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
MT585644,MT585644.1,"Avian nephritis virus isolate VF16-03-164b, partial genome",15-FEB-2021,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6893.0,"Lagan Tregaskis,P.L., Devaney,R. and Smyth,V.",,VF16-03-164b,United Kingdom: Northern Ireland,,2016,,Gallus gallus broiler chicken,No,3.0,No,No,3-2991,1.0,2984-4511,1.0,4437-6561,1.0,Aves
MT585643,MT585643.1,"Avian nephritis virus isolate VF14-92-A2, complete genome",15-FEB-2021,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6959.0,"Lagan Tregaskis,P.L., Devaney,R. and Smyth,V.",,VF14-92-A2,United Kingdom,,,,Gallus gallus broiler chicken,No,3.0,No,No,3-3057,1.0,3026-4577,1.0,4503-6636,1.0,Aves
MN109957,MN109957.1,"Goose astrovirus strain Astv/Goose/Guangdong/1810MFC/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1810MFC/2018,,China: Guangdong,,11-Oct-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN109956,MN109956.1,"Goose astrovirus strain Astv/Goose/Guangdong/1808CCF/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1808CCF/2018,,China: Guangdong,,25-Aug-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN109955,MN109955.1,"Goose astrovirus strain Astv/Goose/Guangdong/1803LZM/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1803LZM/2018,,China: Guangdong,,09-Mar-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN109954,MN109954.1,"Goose astrovirus strain Astv/Goose/Guangdong/1807LWG/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1807LWG/2018,,China: Guangdong,,01-Jul-2018,liver,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127959,MN127959.1,"Goose astrovirus strain Astv/Goose/Guangdong/1812LMG/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1812LMG/2018,,China: Guangdong,,18-Dec-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127958,MN127958.1,"Goose astrovirus strain Astv/Goose/Guangdong/1811LHC/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1811LHC/2018,,China: Guangdong,,30-Nov-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127957,MN127957.1,"Goose astrovirus strain Astv/Goose/Guangdong/1811DWM/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1811DWM/2018,,China: Guangdong,,29-Nov-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127956,MN127956.1,"Goose astrovirus strain Astv/Goose/Guangdong/1811CFC/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1811CFC/2018,,China: Guangdong,,25-Nov-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127955,MN127955.1,"Goose astrovirus strain Astv/Goose/Guangdong/1901SM/2019, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1901SM/2019,,China: Guangdong,,16-Jan-2019,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127954,MN127954.1,"Goose astrovirus strain Astv/Goose/Guangdong/1901TBF/2019, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1901TBF/2019,,China: Guangdong,,16-Jan-2019,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127953,MN127953.1,"Goose astrovirus strain Astv/Goose/Guangdong/1901LNC/2019, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1901LNC/2019,,China: Guangdong,,03-Jan-2019,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127952,MN127952.1,"Goose astrovirus strain Astv/Goose/Guangdong/1812GXG/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1812GXG/2018,,China: Guangdong,,19-Dec-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN127951,MN127951.1,"Goose astrovirus strain Astv/Goose/Guangdong/1811TS/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1811TS/2018,,China: Guangdong,,20-Nov-2018,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN103532,MN103532.1,"Goose astrovirus strain Astv/Goose/Guangdong/1807LZQ/2018, complete genome",31-DEC-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Wu,H., Zhang,J. and Chen,J.",Astv/Goose/Guangdong/1807LZQ/2018,,China,,2018-07-01,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MT491732,MT491732.1,"Chicken astrovirus isolate IBS543/2017 ORF1a (ORF1a) gene, partial cds; and RNA-dependent RNA polymerase (ORF1b) and capsid precursor protein (ORF2) genes, complete cds",26-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7379.0,"Raji,A.A., Ideris,A., Bejo,M.H. and Omar,A.R.",,IBS543/2017,Malaysia,,2017,intestines,Gallus gallus,No,3.0,No,No,2-3374,1.0,3355-4915,1.0,4939-7156,1.0,Aves
MT491731,MT491731.1,"Chicken astrovirus isolate UPM1019/2018 non-structural polyprotein (ORF1a) gene, partial cds; and RNA-dependent RNA polymerase (ORF1b) and capsid precursor protein (ORF2) genes, complete cds",26-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7397.0,"Raji,A.A., Ideris,A., Bejo,M.H. and Omar,A.R.",,UPM1019/2018,Malaysia,,Jan-2018,kidney,Gallus gallus,No,3.0,No,No,0-3402,1.0,3383-4943,1.0,4967-7184,1.0,Aves
MT491730,MT491730.1,"Chicken astrovirus isolate IBS503/2017 ORF1a (ORF1a) gene, partial cds; and RNA-dependent RNA polymerase (ORF1b) and capsid precursor protein (ORF2) genes, complete cds",26-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7424.0,"Raji,A.A., Ideris,A., Bejo,M.H. and Omar,A.R.",,IBS503/2017,Malaysia,,2017,kidney and caecal tonsils,Gallus gallus,No,3.0,No,No,0-3402,1.0,3383-4943,1.0,4967-7184,1.0,Aves
MT789787,MT789787.1,"Chicken astrovirus isolate CAstV/CA-SK/Chicken/19-0981/19, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7452.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-SK/Chicken/19-0981/19,,,24-Apr-2019,LMH cells,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MT789786,MT789786.1,"Chicken astrovirus isolate CAstV/CA-SK/Chicken/19-0935/19, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7481.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-SK/Chicken/19-0935/19,,,16-Apr-2019,,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MT789785,MT789785.1,"Chicken astrovirus isolate CAstV/CA-SK/Chicken/18-0942/18, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7490.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-SK/Chicken/18-0942/18,,,19-Jun-2018,LMH cells,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MT789784,MT789784.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/17-0823/17, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7480.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/17-0823/17,,,09-Aug-2017,LMH cells,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MT789783,MT789783.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/17-0773b/17, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7490.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/17-0773b/17,,,25-Jul-2017,LMH cells,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MT789782,MT789782.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/17-0773a/17, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7452.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/17-0773a/17,,,25-Jul-2017,LMH cells,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MT789781,MT789781.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262d/15, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7507.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/15-1262d/15,,,19-Nov-2015,,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789780,MT789780.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262c/15, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7504.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/15-1262c/15,,,19-Nov-2015,,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789779,MT789779.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262b/15, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7495.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/15-1262b/15,,,19-Nov-2015,,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789778,MT789778.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262a/15, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7506.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/15-1262a/15,,,19-Nov-2015,,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789777,MT789777.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235d/14, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7459.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/14-1235d/14,,,09-Dec-2014,,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789776,MT789776.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235c/14, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7459.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/14-1235c/14,,,08-Dec-2014,LMH cells,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789775,MT789775.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235b/14, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7501.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/14-1235b/14,,,08-Dec-2014,LMH cells,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MT789774,MT789774.1,"Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235a/14, complete genome",14-OCT-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7501.0,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.",,CAstV/CA-AB/Chicken/14-1235a/14,,,08-Dec-2014,,chicken,No,3.0,No,No,21-3444,1.0,3425-4985,1.0,5009-7226,1.0,Aves
MN307120,MN307120.1,"Goose astrovirus isolate AstV/HN03/Goose/0402/19, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/HN03/Goose/0402/19,China,,02-Apr-2019,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN307119,MN307119.1,"Goose astrovirus isolate AstV/HB02/Goose/0310/19, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/HB02/Goose/0310/19,China,,10-Mar-2019,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN307118,MN307118.1,"Goose astrovirus isolate AstV/HB01/Goose/0123/19, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/HB01/Goose/0123/19,China,,03-Jan-2019,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN307117,MN307117.1,"Goose astrovirus isolate AstV/HN02/Goose/1119/18, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/HN02/Goose/1119/18,China,,19-Nov-2018,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN307116,MN307116.1,"Goose astrovirus isolate AstV/AH02/Goose/0715/18, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/AH02/Goose/0715/18,China,,15-Jul-2018,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN307115,MN307115.1,"Goose astrovirus isolate AstV/AH01/Goose/0512/18, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/AH01/Goose/0512/18,China,,12-May-2018,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN307114,MN307114.1,"Goose astrovirus isolate AstV/HN01/Goose/0103/18, complete genome",13-SEP-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Chen,Q., Wu,Q. and Ji,J.",,AstV/HN01/Goose/0103/18,China,,03-Jan-2018,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MN894548,MN894548.1,"Goose astrovirus strain AstV/HBXG/Goose/2019, complete genome",09-AUG-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Wang,Z., Luo,Q. and Li,L.",AstV/HBXG/Goose/2019,,China: Hubei province,,16-Jun-2019,liver,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
MN807051,MN807051.1,"Chicken astrovirus isolate AAstV/Chicken/CHN/2018/CZ1801, complete genome",13-JUL-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7603.0,"Qian,K., Zhao,W., Qin,A. and Shao,H.",,AAstV/Chicken/CHN/2018/CZ1801,China,,2018,,Gallus gallus,No,3.0,No,No,76-3496,1.0,3477-5037,1.0,5061-7275,1.0,Aves
MN809622,MN809622.1,"Goose astrovirus isolate AstV/SDTA, complete genome",17-JUN-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7252.0,"Wei,F., Tang,Y. and Diao,Y.",,AstV/SDTA,China,,,kidney,duck,No,3.0,No,No,245-3350,1.0,3340-4891,1.0,4909-7024,1.0,Aves
MT138011,MT138011.1,MAG: Astroviridae sp. isolate prf038ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6981.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,prf038ast1,,,2018,anal swab,,Yes,3.0,No,No,53-2897,1.0,3043-4381,1.0,4405-6424,1.0,
MT138010,MT138010.1,MAG: Astroviridae sp. isolate prf037ast2 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7468.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,prf037ast2,,,2018,anal swab,,Yes,3.0,No,No,918-3636,1.0,3782-5120,1.0,5144-7163,1.0,
MT138007,MT138007.1,MAG: Astroviridae sp. isolate ltr178ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7141.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ltr178ast1,,,2018,anal swab,,Yes,3.0,No,No,264-3363,1.0,3395-4847,1.0,4871-6863,1.0,
MT138005,MT138005.1,MAG: Astroviridae sp. isolate hwf041ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6943.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,hwf041ast1,,,2018,anal swab,,Yes,3.0,No,No,199-3271,1.0,3303-4755,1.0,4779-6759,1.0,
MT138002,MT138002.1,MAG: Astroviridae sp. isolate cra070ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6755.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,cra070ast1,,,2018,anal swab,,Yes,3.0,No,No,0-3108,1.0,3140-4592,1.0,4612-6622,1.0,
MT137999,MT137999.1,MAG: Astroviridae sp. isolate coa196ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6801.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,coa196ast1,,,2018,anal swab,,Yes,3.0,No,No,2-3185,1.0,3217-4669,1.0,4689-6726,1.0,
MT137996,MT137996.1,MAG: Astroviridae sp. isolate cfe153ast01 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6963.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,cfe153ast01,,,2018,anal swab,,Yes,3.0,No,No,231-3306,1.0,3359-4790,1.0,4815-6873,1.0,
MT138009,MT138009.1,MAG: Astroviridae sp. isolate prf037ast1nc genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6371.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,prf037ast1nc,,,2018,anal swab,,Yes,3.0,No,No,343-2395,1.0,2478-3876,1.0,3892-6371,1.0,
MT137995,MT137995.1,MAG: Astroviridae sp. isolate bun145astnc1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5496.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bun145astnc1,,,2018,anal swab,,Yes,3.0,No,No,299-1535,1.0,1450-3088,1.0,3038-5405,1.0,
MT137994,MT137994.1,MAG: Astroviridae sp. isolate bsk136ast01 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6442.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bsk136ast01,,,2018,anal swab,,Yes,3.0,No,No,76-2641,1.0,2772-4224,1.0,4154-6431,1.0,
MT137992,MT137992.1,MAG: Astroviridae sp. isolate bfb201ast01 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7384.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bfb201ast01,,,2018,anal swab,,Yes,3.0,No,No,633-3300,1.0,3227-5204,1.0,4803-7194,1.0,
MT137991,MT137991.1,MAG: Astroviridae sp. isolate bbr144ast1 genomic sequence,15-JUN-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7060.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,bbr144ast1,,,2018,anal swab,,Yes,3.0,No,No,243-3075,1.0,3275-4730,1.0,4566-6882,1.0,
