Position in alignment;Recombination breakpoint number (200nt win);Upper 99% CI;Lower 99% CI;Upper 95% CI;Lower 95% CI;A;B;C;D;E
3737;0;4660972;1;272111;0;0;9357682;0;;
3739;0;4635281;1;26933;0;0;9348002;0;;
3741;0;4609589;1;266548;0;0;9280851;0;;
3743;0;4583897;1;263767;0;0;9223273;0;;
3745;0;4558206;1;260985;0;0;9213046;0;;
3747;0;4532514;1;258204;0;0;9144232;0;;
3749;0;4506822;1;255422;0;0;9142817;0;;
3751;0;4481131;1;25264;0;0;9141402;0;;
3753;0;4223585;1;229352;0;0;8867038;0;;
3755;0;3960711;1;194252;0;0;7910508;0;;
3757;0;3924363;1;36203;0;0;7348986;0;;
3759;0;389592;1;5037;0;0;694029;0;;
3761;0;3867477;0;8989018;0;0;6548171;0;;
3763;0;3839034;0;8970703;0;0;6474715;0;;
3765;0;3810591;0;8952388;0;0;6237399;0;;
3767;0;3782148;0;8934072;0;0;6124415;0;;
3769;0;3753704;0;8915757;0;0;6050408;0;;
3771;0;3725261;0;8897442;0;0;59764;0;;
3773;0;3696818;0;8879126;0;0;5902392;0;;
3775;0;3668375;0;8860811;0;0;5828385;0;;
3777;0;3639932;0;8842495;0;0;5754377;0;;
3779;0;3611489;0;882418;0;0;5680369;0;;
3781;0;3583046;0;8805864;0;0;5606362;0;;
3783;0;3554603;0;8787549;0;0;5553014;0;;
3785;0;3540381;0;8769234;0;0;5301871;0;;
3787;0;3540381;0;8750919;0;0;5303914;0;;
3789;0;3540381;0;8732603;0;0;5249203;0;;
3791;0;3540381;0;8714288;0;0;5215889;0;;
3793;0;3540381;0;8695973;0;0;5196035;0;;
3795;0;3540381;0;8582079;0;0;5176181;0;;
3797;0;3540381;0;854927;0;0;5156326;0;;
3799;0;3540381;0;8540548;0;0;5136472;0;;
3801;0;3540381;0;8531827;0;0;5107813;0;;
3803;0;3540381;0;8523105;0;0;4832569;0;;
3805;0;3540381;0;8514383;0;0;4802814;0;;
3807;0;3540381;0;8505661;0;0;4777958;0;;
3809;0;3540381;0;849694;0;0;4753102;0;;
3811;0;3540381;0;8224152;0;0;4532498;0;;
3813;0;3540381;0;7427654;0;0;4302239;0;;
3815;0;3540381;0;62711;0;0;3890314;0;;
3817;0;3540381;0;5224023;0;0;3245276;0;;
3819;0;3540381;0;4345965;0;0;3004424;0;;
3821;0;3540381;0;4145722;0;0;2241786;0;;
3823;0;3540381;0;3757448;0;0;2130737;0;;
3825;0;3540381;0;3757448;0;0;2130737;0;;
3827;0;3540381;0;3757448;0;0;2130737;0;;
3829;0;3540381;0;3757448;0;0;2130737;0;;
3831;0;3540381;0;3757448;0;0;2130737;0;;
3833;0;3540381;0;3757448;0;0;2130737;0;;
3835;0;3540381;0;3757448;0;0;2130737;0;;
3837;0;3540381;0;3757448;0;0;2130737;0;;
3839;0;3540381;0;3757448;0;0;2130737;0;;
3841;0;3540381;0;3757448;0;0;2130737;0;;
3843;0;3540381;0;3757448;0;0;2130737;0;;
3845;0;3540381;0;3757448;0;0;2130737;0;;
3847;0;3540381;0;3757448;0;0;2130737;0;;
3849;0;3540381;0;3757448;0;0;2130737;0;;
3851;0;3540381;0;3757448;0;0;2130737;0;;
3853;0;3540381;0;3757448;0;0;2130737;0;;
3855;0;3540381;0;3757448;0;0;2130737;0;;
3857;0;3540381;0;3757448;0;0;2130737;0;;
3859;0;4142618;0;4399422;0;0;3004836;0;;
3861;0;5347092;0;8670204;0;0;5722838;0;;
3863;0;6448565;1;10666;0;0;8403776;0;;
3865;0;6600208;1;376491;0;0;9853574;0;;
3867;0;6780757;1;770802;0;1;187239;0;;
3869;0;7882751;1;8941;0;1;363529;0;;
3871;0;9849383;1;959762;0;1;581633;0;;
3873;1;155282;2;208268;0;1;70818;0;;
3875;1;371096;2;565598;0;1;819445;0;;
3877;1;480777;2;812549;0;1;894534;0;;
3879;1;51159;2;905223;0;2;32061;0;;
3881;1;526209;2;967917;0;2;90771;0;;
3883;1;524636;2;971596;0;2;92118;0;;
3885;1;523062;2;975244;0;2;93465;0;;
3887;1;521488;2;971877;0;2;94811;0;;
3889;1;519915;2;968511;0;2;96159;0;;
3891;1;518341;2;965144;0;2;100624;0;;
3893;1;516767;2;961778;0;2;117848;0;;
3895;1;515193;2;958412;0;2;129679;0;;
3897;1;51362;2;955506;0;2;14159;0;;
3899;1;512046;2;956709;0;2;141338;0;;
3901;1;510472;2;957913;0;2;141086;0;;
3903;1;508899;2;959116;0;2;140834;0;;
3905;1;507325;2;96032;0;2;140582;0;;
3907;1;505751;2;961523;0;2;140331;0;;
3909;1;504177;2;962726;0;2;140079;0;;
3911;1;512939;2;96393;0;2;140086;0;;
3913;1;520673;2;972374;0;2;207085;0;;
3915;1;522052;2;97887;0;2;212451;0;;
3917;1;522361;2;999446;0;2;305592;0;;
3919;1;51947;3;23629;0;2;346823;0;;
3921;1;51795;3;141439;0;2;363;0;;
3923;1;517801;3;190762;0;2;377899;0;;
3925;1;516762;3;327951;0;2;38787;0;;
3927;1;515632;3;384844;0;2;410631;0;;
3929;1;514375;3;389009;0;2;496917;0;;
3931;1;512458;3;415026;0;2;62288;0;;
3933;1;510607;3;466203;0;2;696326;0;;
3935;1;509288;3;548528;0;2;741898;0;;
3937;1;505861;3;549481;0;2;772524;0;;
3939;1;502434;3;550434;0;2;803149;0;;
3941;1;499007;3;551388;0;2;823522;0;;
3943;1;495579;3;552341;0;2;82563;0;;
3945;1;492152;3;553294;0;2;827738;0;;
3947;1;488725;3;554248;0;2;829846;0;;
3949;1;485298;3;555201;0;2;831954;0;;
3951;1;481871;3;556154;0;2;834062;0;;
3953;1;478457;3;557107;0;2;846186;0;;
3955;1;475057;3;615701;0;2;849917;0;;
3957;1;471652;3;676046;0;2;870765;0;;
3959;1;468233;3;689202;0;2;873897;0;;
3961;1;464801;3;690682;0;2;876479;0;;
3963;1;461368;3;692162;0;2;88174;0;;
3965;1;457935;3;693642;0;2;883859;0;;
3967;1;454503;3;695122;0;2;889299;0;;
3969;1;45107;3;696602;0;2;894739;0;;
3971;1;447637;3;698082;0;2;900179;0;;
3973;1;445294;3;731565;0;2;935572;0;;
3975;1;442535;3;760509;0;2;962864;0;;
3977;1;439359;3;770799;0;2;999007;0;;
3979;1;436184;3;81125;0;2;999271;0;;
3981;1;43287;3;882578;0;3;60768;0;;
3983;1;429418;3;883004;0;3;8269;0;;
3985;1;425967;3;883151;0;3;82675;0;;
3987;1;422515;3;883297;0;3;8266;0;;
3989;1;419063;3;883444;0;3;82645;0;;
3991;1;415611;3;883591;0;3;82631;0;;
3993;1;412159;3;883737;0;3;82616;0;;
3995;1;408707;3;883884;0;3;98807;0;;
3997;1;405256;3;884031;0;3;99779;0;;
3999;1;401804;3;884177;0;3;100752;0;;
4001;1;398552;3;884517;0;3;132904;0;;
4003;1;395501;3;884877;0;3;132012;0;;
4005;1;392244;3;885337;0;3;135023;0;;
4007;1;388782;3;885702;0;3;136082;0;;
4009;1;385319;3;888901;0;3;137142;0;;
4011;1;381856;3;892281;0;3;138201;0;;
4013;1;378394;3;945366;0;3;139261;0;;
4015;1;374931;3;94746;0;3;140321;0;;
4017;1;371469;3;949555;0;3;14138;0;;
4019;1;368006;3;95165;0;3;14244;0;;
4021;1;364543;3;953745;0;3;143499;0;;
4023;1;361081;3;95584;0;3;142879;0;;
4025;1;357618;3;957934;0;3;139786;0;;
4027;1;354155;3;960029;0;3;136693;0;;
4029;1;350693;3;964166;0;3;1336;0;;
4031;1;34723;3;970345;0;3;137104;0;;
4033;1;344043;3;972004;0;3;146644;0;;
4035;1;340857;3;97643;0;3;191683;0;;
4037;1;337671;3;983621;0;3;236279;0;;
4039;1;33503;3;983934;0;3;24887;0;;
4041;1;332242;4;10829;0;3;259458;0;;
4043;1;328922;4;48392;0;3;263288;0;;
4045;1;325602;4;52647;0;3;263421;0;;
4047;1;322282;4;56901;0;3;263554;0;;
4049;1;318961;4;61156;0;3;263687;0;;
4051;1;315641;4;6541;0;3;263819;0;;
4053;1;312321;4;69665;0;3;263952;0;;
4055;1;309;4;73919;0;3;264085;0;;
4057;1;305919;4;99144;0;3;271821;0;;
4059;1;243164;3;99894;0;3;259378;0;;
4061;1;121205;3;976388;0;3;220767;0;;
4063;1;8551;3;916378;0;3;132899;0;;
4065;0;9908791;3;84083;0;3;110896;0;;
4067;0;9744533;3;82973;0;3;40841;0;;
4069;0;8616691;3;731931;0;2;953794;0;;
4071;0;662421;3;607871;0;2;892486;0;;
4073;0;489493;3;338797;0;2;804262;0;;
4075;0;271286;3;272952;0;2;798874;0;;
4077;0;1594044;3;119372;0;2;795632;0;;
4079;0;1263909;3;16826;0;2;744326;0;;
4081;0;110431;3;196751;0;2;722019;0;;
4083;0;1106575;3;257278;0;2;723406;0;;
4085;0;1108772;3;319134;0;2;75803;0;;
4087;0;1100334;3;350305;0;2;75806;0;;
4089;0;1091895;3;377798;0;2;757797;0;;
4091;0;1083456;3;385262;0;2;771039;0;;
4093;0;1084107;3;392726;0;2;771839;0;;
4095;0;1103615;3;400191;0;2;772596;0;;
4097;0;1137252;3;40765;0;2;808801;0;;
4099;0;1154337;3;409611;0;2;866918;0;;
4101;0;1168302;3;412127;0;2;871971;0;;
4103;0;1171913;3;475519;0;2;885359;0;;
4105;0;1179522;3;512216;0;2;884736;0;;
4107;0;1177167;3;51779;0;2;925447;0;;
4109;0;1172161;3;523366;0;2;928983;0;;
4111;0;1054391;3;547348;0;2;933918;0;;
4113;0;9468942;3;590943;0;2;926773;0;;
4115;0;9029421;3;632226;0;2;921121;0;;
4117;0;8696943;3;671194;0;2;889082;0;;
4119;0;8732729;3;708911;0;2;889712;0;;
4121;0;8742515;3;625083;0;2;885454;0;;
4123;0;8618318;3;512753;0;2;868781;0;;
4125;0;8632459;3;556585;0;2;876645;0;;
4127;0;8773661;3;504105;0;2;8689;0;;
4129;0;8694316;3;493152;0;2;843523;0;;
4131;0;8679037;3;501298;0;2;855457;0;;
4133;0;8655194;3;501007;0;2;805086;0;;
4135;0;8584224;3;493114;0;2;747853;0;;
4137;0;8731312;3;51195;0;2;75199;0;;
4139;0;8952922;3;647265;0;2;802699;0;;
4141;0;8987731;3;647681;0;2;78696;0;;
4143;0;902254;3;648097;0;2;798393;0;;
4145;0;9057348;3;648513;0;2;819868;0;;
4147;0;9092157;3;64893;0;2;824073;0;;
4149;0;9126966;3;649346;0;2;820743;0;;
4151;0;9161774;3;649762;0;2;817412;0;;
4153;0;919523;3;649953;0;2;8182;0;;
4155;0;9227333;3;558714;0;2;734439;0;;
4157;0;9259939;3;519892;0;2;731251;0;;
4159;0;9489727;3;524691;0;2;730298;0;;
4161;0;9659695;3;529462;0;2;729345;0;;
4163;0;9855052;3;534204;0;2;747942;0;;
4165;0;1015984;3;539718;0;2;766829;0;;
4167;0;1060684;3;644789;0;2;774335;0;;
4169;0;1125249;3;645286;0;2;789086;0;;
4171;0;118808;3;694688;0;2;84922;0;;
4173;0;1236053;3;640899;0;2;871084;0;;
4175;0;1284569;3;625525;0;2;909329;0;;
4177;0;1344138;3;630939;0;2;965385;0;;
4179;0;1405217;3;641417;0;2;959534;0;;
4181;0;147067;3;618202;0;2;955855;0;;
4183;0;1499577;3;606283;0;2;953622;0;;
4185;0;1527642;3;59938;0;2;954875;0;;
4187;0;1557728;3;593418;0;3;10523;0;;
4189;0;1589719;3;587619;0;3;25397;0;;
4191;0;1616509;3;583742;0;3;3977;0;;
4193;0;1642504;3;657172;0;2;9885;0;;
4195;0;1706799;3;710846;0;3;681;0;;
4197;0;1739936;3;825677;0;3;77375;0;;
4199;0;1748101;3;828242;0;3;80142;0;;
4201;0;1754261;3;81681;0;2;984909;0;;
4203;0;1758417;3;786007;0;2;954293;0;;
4205;0;1764631;3;732315;0;2;945193;0;;
4207;0;1772904;3;722396;0;2;942292;0;;
4209;0;1781176;3;712477;0;2;939391;0;;
4211;0;1789448;3;702559;0;2;936491;0;;
4213;0;179772;3;69264;0;2;881817;0;;
4215;0;1805992;3;682721;0;2;873825;0;;
4217;0;1814265;3;672802;0;2;873123;0;;
4219;0;1822537;3;686715;0;2;872422;0;;
4221;0;1830809;3;70126;0;2;868109;0;;
4223;0;1839081;3;713225;0;2;861799;0;;
4225;0;1847353;3;70305;0;2;870319;0;;
4227;0;1860463;3;692874;0;2;889512;0;;
4229;0;1880132;3;679201;0;2;85291;0;;
4231;0;1910675;3;706191;0;2;855414;0;;
4233;0;1938454;3;724293;0;2;857918;0;;
4235;0;1966234;3;739389;0;2;858849;0;;
4237;0;1994013;3;751478;0;2;84774;0;;
4239;0;2016553;3;733427;0;2;84207;0;;
4241;0;2047136;3;71962;0;2;838169;0;;
4243;0;209231;3;716055;0;2;851499;0;;
4245;0;2120148;3;712491;0;2;84983;0;;
4247;0;2147986;3;721049;0;2;848162;0;;
4249;0;2175824;3;730307;0;2;850877;0;;
4251;0;2226984;3;797317;0;2;852447;0;;
4253;0;2301466;3;802002;0;2;843157;0;;
4255;0;2375948;3;806687;0;2;842948;0;;
4257;0;2448043;3;811372;0;2;843153;0;;
4259;0;2514638;3;816057;0;2;838151;0;;
4261;0;2571027;3;820741;0;2;804643;0;;
4263;0;2637379;3;825424;0;2;804782;0;;
4265;0;270373;3;827885;0;2;863801;0;;
4267;0;2728719;3;821956;0;2;809804;0;;
4269;0;2802403;3;837433;0;2;815062;0;;
4271;0;2882645;3;832867;0;2;842057;0;;
4273;0;3200791;3;862769;0;2;909312;0;;
4275;0;3517047;3;817873;0;2;897193;0;;
4277;0;3831412;3;798471;0;2;913276;0;;
4279;0;4134753;3;77849;0;2;916044;0;;
4281;0;4429493;3;782822;0;2;916829;0;;
4283;0;47243;3;787154;0;2;913524;0;;
4285;0;5019176;3;791487;0;2;86551;0;;
4287;0;5324687;3;795467;0;2;841219;0;;
4289;0;5630199;3;799448;0;2;838013;0;;
4291;0;5942027;3;80008;0;2;836239;0;;
4293;0;6244765;3;797155;0;2;829756;0;;
4295;0;6540063;3;783366;0;2;841181;0;;
4297;0;6805677;3;744581;0;2;836312;0;;
4299;0;7093168;3;709386;0;2;860161;0;;
4301;0;7389104;3;72943;0;2;839165;0;;
4303;0;8371032;3;750569;0;2;81934;0;;
4305;0;9348962;3;764164;0;2;874661;0;;
4307;1;33686;3;7518;0;2;875832;0;;
4309;1;136368;3;743388;0;2;899263;0;;
4311;1;149597;3;758404;0;2;944323;0;;
4313;1;151829;3;784715;0;2;975799;0;;
4315;1;153135;3;797906;0;2;981024;0;;
4317;1;156317;3;82146;0;2;987822;0;;
4319;1;15856;3;838548;0;2;985389;0;;
4321;1;162578;3;848465;0;2;941171;0;;
4323;1;165752;3;70839;0;2;975388;0;;
4325;1;167743;3;697878;0;2;967855;0;;
4327;1;167946;3;792772;0;2;963847;0;;
4329;1;168836;3;844695;0;2;976148;0;;
4331;1;168102;3;853764;0;2;951949;0;;
4333;1;167387;3;860544;0;2;953109;0;;
4335;1;166745;3;858643;0;2;974853;0;;
4337;1;16578;3;854652;0;2;978959;0;;
4339;1;164043;3;84988;0;2;97848;0;;
4341;1;164174;3;846536;0;2;978987;0;;
4343;1;164305;3;843193;0;2;979494;0;;
4345;1;164436;3;839849;0;2;980001;0;;
4347;1;164522;3;836173;0;2;976211;0;;
4349;1;164564;3;83215;0;2;996219;0;;
4351;1;164606;3;952154;0;3;43698;0;;
4353;1;170988;3;949087;0;3;94687;0;;
4355;1;171923;4;332226;0;3;160393;0;;
4357;1;172858;4;365298;0;3;148615;0;;
4359;1;171835;4;387187;0;3;203497;0;;
4361;1;171424;4;492319;0;3;188833;0;;
4363;1;169549;4;472333;0;3;106391;0;;
4365;1;166579;4;45313;0;3;102651;0;;
4367;1;162187;4;437074;0;3;84987;0;;
4369;1;155809;4;424073;0;3;18424;0;;
4371;1;149605;4;411071;0;2;951908;0;;
4373;1;143796;4;313406;0;2;941923;0;;
4375;1;13835;4;288245;0;2;922351;0;;
4377;1;132214;4;114118;0;2;906442;0;;
4379;1;125927;3;910266;0;2;89056;0;;
4381;1;119341;3;847378;0;2;874704;0;;
4383;1;116548;3;759018;0;2;854742;0;;
4385;1;113839;3;654068;0;2;841946;0;;
4387;1;110927;3;456902;0;2;836314;0;;
4389;1;107826;3;378991;0;2;829181;0;;
4391;1;105244;3;367885;0;2;808243;0;;
4393;1;102742;3;367143;0;2;793935;0;;
4395;1;9641;3;366401;0;2;762675;0;;
4397;1;93194;3;365648;0;2;722903;0;;
4399;1;92475;3;364882;0;2;706269;0;;
4401;1;91756;3;372739;0;2;703272;0;;
4403;1;91037;3;383261;0;2;717082;0;;
4405;1;90318;3;393783;0;2;707243;0;;
4407;1;89599;3;404305;0;2;698654;0;;
4409;1;8888;3;414826;0;2;697115;0;;
4411;1;88161;3;425348;0;2;695575;0;;
4413;1;87443;3;43587;0;2;68555;0;;
4415;1;86724;3;446392;0;2;671739;0;;
4417;1;86005;3;456914;0;2;664117;0;;
4419;1;85286;3;467436;0;2;663037;0;;
4421;1;84567;3;477957;0;2;661957;0;;
4423;1;83848;3;488479;0;2;660876;0;;
4425;1;83129;3;499006;0;2;657995;0;;
4427;1;81926;3;509913;0;2;658291;0;;
4429;1;80068;3;4463;0;2;64939;0;;
4431;1;77122;3;413654;0;2;648809;0;;
4433;1;74176;3;3824;0;2;648229;0;;
4435;1;75959;3;799453;0;2;760595;0;;
4437;1;75712;3;879603;0;2;823799;0;;
4439;1;73412;3;87588;0;2;853927;0;;
4441;1;70456;3;859841;0;2;872172;0;;
4443;1;66572;3;812992;0;2;902703;0;;
4445;1;64422;3;766144;0;2;913691;0;;
4447;1;62273;3;719296;0;2;921437;0;;
4449;1;60123;3;672447;0;2;930224;0;;
4451;1;55641;3;633589;0;2;926852;0;;
4453;1;48833;3;758235;0;2;940879;0;;
4455;1;44184;3;846173;0;2;96673;0;;
4457;1;4169;3;862209;0;3;674;0;;
4459;1;35812;3;853928;0;3;299;0;;
4461;1;29935;3;845647;0;3;1858;0;;
4463;1;24057;3;837367;0;3;25236;0;;
4465;1;1818;3;696243;0;3;276;0;;
4467;1;11562;3;71226;0;3;22011;0;;
4469;1;3671;3;722974;0;3;37768;0;;
4471;0;9950008;3;726474;0;3;22705;0;;
4473;0;9625406;3;729974;0;2;992156;0;;
4475;0;9300773;3;724198;0;2;979221;0;;
4477;0;8976109;3;720163;0;2;96382;0;;
4479;0;8662469;3;696185;0;2;956161;0;;
4481;0;8348828;3;672207;0;2;947543;0;;
4483;0;8035188;3;648229;0;2;938926;0;;
4485;0;7721547;3;62425;0;2;930308;0;;
4487;0;7407907;3;616845;0;2;921691;0;;
4489;0;7094267;3;618985;0;2;913956;0;;
4491;0;677431;3;622327;0;2;909197;0;;
4493;0;6454354;3;625669;0;2;905321;0;;
4495;0;6122981;3;629011;0;2;902148;0;;
4497;0;5807162;3;632353;0;2;897568;0;;
4499;0;5486019;3;347958;0;2;889635;0;;
4501;0;515955;3;343311;0;2;894194;0;;
4503;0;4157444;3;336836;0;2;844185;0;;
4505;0;3155338;3;283183;0;2;83827;0;;
4507;0;2153232;3;21159;0;2;81351;0;;
4509;0;1114844;3;15868;0;2;761073;0;;
4511;0;9804116;3;80553;0;2;747034;0;;
4513;0;9559451;3;11504;0;2;695883;0;;
4515;0;940738;2;982557;0;2;584713;0;;
4517;0;9067657;2;955561;0;2;432123;0;;
4519;0;8773678;2;951584;0;2;420389;0;;
4521;0;8191112;2;954782;0;2;404176;0;;
4523;0;7689713;2;954187;0;2;332584;0;;
4525;0;732194;2;911118;0;2;329582;0;;
4527;0;7032441;2;911201;0;2;219652;0;;
4529;0;6924842;2;901348;0;2;231193;0;;
4531;0;6973895;2;963782;0;2;207051;0;;
4533;0;7022949;2;933743;0;2;143893;0;;
4535;0;7058659;2;846703;0;2;77524;0;;
4537;0;7119445;2;807337;0;2;62205;0;;
4539;0;7182887;2;767981;0;2;50273;0;;
4541;0;724633;2;854264;0;2;4489;0;;
4543;0;7320411;2;860751;0;2;30138;0;;
4545;0;7781071;2;867579;0;2;36791;0;;
4547;0;8831654;2;873474;0;2;114381;0;;
4549;0;9150176;2;88064;0;2;65078;0;;
4551;0;9467702;2;885072;0;1;99137;0;;
4553;0;9150505;2;752803;0;1;920135;0;;
4555;0;9377953;2;719489;0;1;88782;0;;
4557;0;9848929;2;633965;0;1;909874;0;;
4559;0;1056344;2;686438;0;1;956465;0;;
4561;0;1137604;2;704626;0;2;9977;0;;
4563;0;1210667;2;783344;0;2;48571;0;;
4565;0;1253474;2;847352;0;2;132606;0;;
4567;0;1296281;2;844501;0;2;150844;0;;
4569;0;1339089;2;84165;0;2;159079;0;;
4571;0;1381896;2;840264;0;2;164779;0;;
4573;0;1424703;2;906541;0;2;241734;0;;
4575;0;146751;2;984297;0;2;267091;0;;
4577;0;1510317;2;995616;0;2;297453;0;;
4579;0;1553125;3;28853;0;2;372541;0;;
4581;0;174382;3;30509;0;2;487681;0;;
4583;0;2082403;3;62895;0;2;515801;0;;
4585;0;2420985;3;103431;0;2;619071;0;;
4587;0;275357;3;186246;0;2;636901;0;;
4589;0;3080156;3;267087;0;2;733861;0;;
4591;0;3406742;3;331314;0;2;73904;0;;
4593;0;3718194;3;346662;0;2;787841;0;;
4595;0;4014513;3;411202;0;2;792467;0;;
4597;0;4304857;3;430062;0;2;801734;0;;
4599;0;4595202;3;442281;0;2;813432;0;;
4601;0;4885547;3;454501;0;2;809108;0;;
4603;0;5175891;3;46672;0;2;811008;0;;
4605;0;5466236;3;466571;0;2;815643;0;;
4607;0;575658;3;466189;0;2;863894;0;;
4609;0;6063358;3;465808;0;2;886409;0;;
4611;0;6740196;3;484506;0;2;92248;0;;
4613;0;7787095;3;584962;0;2;948426;0;;
4615;0;8013542;3;649185;0;2;966689;0;;
4617;0;82245;3;663896;0;2;991469;0;;
4619;0;8419972;3;660005;0;3;2108;0;;
4621;0;8615443;3;680212;0;3;6738;0;;
4623;0;8814066;3;726641;0;3;14261;0;;
4625;0;901584;3;751233;0;3;2798;0;;
4627;0;9242805;3;753702;0;3;36632;0;;
4629;0;9469953;3;800942;0;3;39703;0;;
4631;0;9697283;3;82068;0;3;45187;0;;
4633;0;9924613;3;760144;0;3;5163;0;;
4635;1;12078;3;774062;0;2;976796;0;;
4637;1;35339;3;781867;0;2;81114;0;;
4639;1;5742;3;820031;0;2;790501;0;;
4641;1;79501;3;854758;0;2;822625;0;;
4643;1;101582;3;881476;0;2;86225;0;;
4645;1;179416;3;938891;0;2;909581;0;;
4647;1;18659;3;952831;0;2;920629;0;;
4649;1;193763;3;971167;0;2;886372;0;;
4651;1;204628;4;80657;0;2;914463;0;;
4653;1;213072;3;969969;0;2;897369;0;;
4655;1;215613;3;873312;0;2;903487;0;;
4657;1;214674;3;750955;0;2;828369;0;;
4659;1;217119;3;784451;0;2;779742;0;;
4661;1;219563;3;820839;0;2;81867;0;;
4663;1;222733;3;849125;0;2;852209;0;;
4665;1;228182;3;861977;0;2;887697;0;;
4667;1;237499;3;913551;0;2;905232;0;;
4669;1;246223;3;889663;0;2;958296;0;;
4671;1;257633;3;955945;0;3;103008;0;;
4673;1;442806;4;131984;0;3;216687;0;;
4675;1;730682;4;19885;0;3;231874;0;;
4677;1;8917;4;356168;0;3;323103;6.217249E-15;;
4679;1;92586;4;394439;0;3;335017;6.217249E-15;;
4681;1;960248;4;426094;0;3;359726;6.217249E-15;;
4683;1;994367;4;466107;0;3;382297;7.105427E-15;;
4685;2;28218;4;514479;0;3;389379;7.105427E-15;;
4687;2;62068;4;56285;0;3;393181;7.105427E-15;;
4689;2;95919;4;579836;0;3;396982;1.856732E-05;;
4691;2;12977;4;572981;0;3;510398;2.349083E-05;;
4693;2;137984;4;566356;0;3;536021;3.809546E-05;;
4695;2;146199;4;559731;0;3;555315;3.81051E-05;;
4697;2;154413;4;553106;0;3;576821;3.826134E-05;;
4699;2;183307;4;5472;0;3;558074;5.732626E-05;;
4701;2;197743;4;541125;0;3;561011;6.375689E-05;;
4703;2;206333;4;534882;0;3;601543;6.524099E-05;;
4705;2;214923;4;528077;0;3;686158;6.988785E-05;;
4707;2;226473;4;524637;0;3;699501;7.508241E-05;;
4709;2;240983;4;524562;0;3;710314;7.526994E-05;;
4711;2;255445;4;528773;0;3;712618;7.587837E-05;;
4713;2;265995;4;550876;0;3;714923;7.64868E-05;;
4715;2;272635;4;572978;0;3;741786;7.709524E-05;;
4717;2;279185;4;614075;0;3;765449;8.073019E-05;;
4719;2;285734;4;636274;0;3;795845;7.928914E-05;;
4721;2;292284;4;65266;0;3;816796;8.038609E-05;;
4723;2;297875;4;67211;0;3;837646;8.256603E-05;;
4725;2;302819;4;691559;0;3;872439;0;1148306;
4727;2;30759;4;703818;0;3;909078;0;1172702;
4729;2;312186;4;781743;0;3;910296;9.145194E-05;;
4731;2;319258;4;818502;0;3;942494;9.170174E-05;;
4733;2;328728;4;823467;0;3;969709;0;1207681;
4735;2;351076;4;837049;0;3;992039;0;1210083;
4737;2;357837;4;861337;0;3;99852;0;1212486;
4739;2;364597;4;862712;0;3;943971;0;1214889;
4741;2;371358;4;855641;0;3;93094;0;1160225;
4743;2;378012;4;861483;0;3;922383;0;1223117;
4745;2;3808;4;859953;0;3;897456;0;1232364;
4747;2;379257;4;857882;0;3;895743;9.168036E-05;;
4749;2;38508;4;854256;0;3;903812;9.166809E-05;;
4751;2;390912;4;850924;0;3;924765;9.115543E-05;;
4753;2;396933;4;847488;0;3;93863;8.609753E-05;;
4755;2;402024;4;84387;0;3;948914;6.748809E-05;;
4757;2;405318;4;832319;0;3;953593;5.805424E-05;;
4759;2;406633;4;821728;0;3;953722;3.899031E-05;;
4761;2;411218;4;98318;0;3;98028;9.431751E-05;;
4763;2;440075;5;113204;0;3;961974;0;1070313;
4765;2;468274;5;102805;0;3;927269;5.272922E-05;;
4767;2;48346;5;99502;0;3;931836;5.410568E-05;;
4769;2;485632;5;92116;0;3;92458;5.548213E-05;;
4771;2;487804;5;74001;0;3;934348;5.685859E-05;;
4773;2;489977;5;30469;0;3;934571;5.823504E-05;;
4775;2;492149;4;797435;0;3;921314;5.961149E-05;;
4777;2;494321;4;797417;0;3;898149;6.098795E-05;;
4779;2;496493;4;811788;0;3;880146;6.815724E-05;;
4781;2;49819;4;852673;0;3;875519;7.597014E-05;;
4783;2;51509;4;881179;0;3;900157;7.809136E-05;;
4785;2;509886;4;843352;0;3;912755;6.31743E-05;;
4787;2;492184;4;793252;0;3;905118;6.39264E-05;;
4789;2;465158;4;767369;0;3;850211;3.789926E-05;;
4791;2;438133;4;766741;0;3;832776;3.770798E-05;;
4793;2;412621;4;766788;0;3;828423;7.105427E-15;;
4795;2;388622;4;672216;0;3;808219;7.105427E-15;;
4797;2;36522;4;696632;0;3;829292;7.105427E-15;;
4799;2;341818;4;768201;0;3;842734;7.105427E-15;;
4801;2;355141;4;768656;0;3;87066;1.986131E-05;;
4803;2;40257;4;850728;0;3;915029;3.972261E-05;;
4805;2;419406;4;953749;0;3;936669;3.618081E-05;;
4807;2;552595;4;960497;0;3;945312;5.686159E-05;;
4809;2;684139;4;967246;0;3;953497;3.790773E-05;;
4811;2;778678;4;971421;0;3;947202;3.560774E-05;;
4813;2;69893;4;966913;0;3;934049;9.072734E-06;;
4815;2;701226;4;954206;0;3;868756;7.105427E-15;;
4817;2;705071;4;915119;0;3;85336;7.105427E-15;;
4819;2;710466;4;900386;0;3;850188;7.105427E-15;;
4821;2;71586;4;756344;0;3;833664;7.105427E-15;;
4823;2;720939;4;749294;0;3;825392;0;;
4825;2;725703;4;739901;0;3;825042;0;;
4827;2;727947;4;72368;0;3;82548;0;;
4829;2;730174;4;717178;0;3;815316;0;;
4831;2;732382;4;715766;0;3;825824;0;;
